,aspect,document,sentiment
347,FOOD#STYLE_OPTIONS,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",negative
348,RESTAURANT#GENERAL,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",positive
349,RESTAURANT#GENERAL,Big Wong gets big Ups for a fine establishment.,positive
350,RESTAURANT#GENERAL,"They have it all -- great price, food, and service.",positive
351,AMBIENCE#GENERAL,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,negative
352,SERVICE#GENERAL,The food is prepared quickly and efficiently.,positive
353,FOOD#PRICES,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
354,SERVICE#GENERAL,The takeout is great too since they give high quality tupperware as well.,positive
355,RESTAURANT#MISCELLANEOUS,This place is always very crowded and popular.,positive
356,,Went here on a friend's reccomendation.,
357,FOOD#QUALITY,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,positive
358,SERVICE#GENERAL,We both opted for a pasta dish and they were served timely and fresh.,positive
359,FOOD#QUALITY,"We concluded with tiramisu chocolate cake, both were delicious.",positive
360,RESTAURANT#GENERAL,We'd go back again,positive
361,RESTAURANT#GENERAL,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,positive
362,SERVICE#GENERAL,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",positive
363,SERVICE#GENERAL,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,positive
364,RESTAURANT#PRICES,"Yes, the prices are high, but I felt it was worth it.",negative
365,RESTAURANT#GENERAL,We all felt it was worth it.,positive
366,FOOD#QUALITY,sometimes i get good food and ok service.,positive
367,FOOD#QUALITY,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",negative
368,RESTAURANT#GENERAL,it is not consistent.,negative
369,,really depends on your luck!,
370,FOOD#STYLE_OPTIONS,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,positive
371,RESTAURANT#GENERAL,And where does Patis go wrong; no where.,positive
372,FOOD#STYLE_OPTIONS,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",positive
373,RESTAURANT#GENERAL,And evaluated on those terms Pastis is simply wonderful.,positive
374,FOOD#QUALITY,Right off the L in Brooklyn this is a nice cozy place with good pizza.,positive
375,FOOD#QUALITY,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,negative
376,FOOD#QUALITY,My friend got the mushroom pizza which tasted better.,positive
377,DRINKS#QUALITY,The sangria was pretty tasty and good on a hot muggy day.,positive
378,RESTAURANT#MISCELLANEOUS,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,neutral
379,RESTAURANT#GENERAL,Overall I would recommend it and go back again.,positive
380,,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),
381,DRINKS#STYLE_OPTIONS,I started out with a Bombay beer which was big enough for two.,positive
382,,For dinner I had the chicken tikka-masala and some garlic naan.,
383,FOOD#QUALITY,MMmmm... it was delicious.,positive
384,SERVICE#GENERAL,"Service was slow, but the people were friendly.",negative
385,AMBIENCE#GENERAL,It's a nice place to relax and have conversation.,positive
386,RESTAURANT#GENERAL,I can't wait to go back.,positive
387,,We have lived in Chelsea for two years and have never noticed this restaurant.,
388,FOOD#QUALITY,The food is authentic Italian - delicious!,positive
389,FOOD#QUALITY,"Pizza is terrific, as is homemade pasta.",positive
390,AMBIENCE#GENERAL,"Ambience is delightful, service impeccable.",positive
391,FOOD#QUALITY,I'm still mad that i had to pay for lousy food.,negative
392,FOOD#QUALITY,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,negative
393,SERVICE#GENERAL,Service was also horrible and the ambience is not that great.,negative
394,RESTAURANT#MISCELLANEOUS,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,negative
395,RESTAURANT#GENERAL,I go and eat out at many different restaurants and this is one place you have go and try.,positive
396,FOOD#QUALITY,This is my first time writing a review for a restaurant because the food and service was excellent.,positive
397,FOOD#QUALITY,The filet mignon dish was superb!,positive
398,RESTAURANT#GENERAL,I would defiantly come back here again as one of my top choices.,positive
399,RESTAURANT#GENERAL,It's a small cute restaurant.,positive
400,RESTAURANT#GENERAL,I absolutely love this place!!!,positive
401,,"From the street it looks very hidden, and is actually an old warehouse.",
402,AMBIENCE#GENERAL,"I like the ambience, it's very dark and original.",positive
403,,I came here for my friend's birthday and keep coming back ever since.,
404,FOOD#QUALITY,The sushi is amazing!!!,positive
405,FOOD#PRICES,And amazingly cheap.,positive
406,RESTAURANT#GENERAL,Big thumbs up!,positive
407,AMBIENCE#GENERAL,Very affordable and excellent ambient!,positive
408,FOOD#QUALITY,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,negative
409,FOOD#QUALITY,We were very disappointed.,negative
410,FOOD#QUALITY,We won't go to this place again for a good meal.,negative
411,AMBIENCE#GENERAL,"However, I think this place is a good hang out spot.",positive
412,,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",
413,RESTAURANT#GENERAL,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,positive
414,FOOD#QUALITY,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,positive
415,AMBIENCE#GENERAL,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,positive
416,RESTAURANT#MISCELLANEOUS,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",positive
417,RESTAURANT#GENERAL,Check this place out!,positive
418,RESTAURANT#GENERAL,HIGHLY RECOMMENDED!!!!!,positive
419,AMBIENCE#GENERAL,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",negative
420,AMBIENCE#GENERAL,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",negative
421,AMBIENCE#GENERAL,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",negative
422,DRINKS#QUALITY,Slightly above average wines start at $70+ with only one selection listed at $30+.,negative
423,SERVICE#GENERAL,Service is not what one would expect from a joint in this price category.,negative
424,SERVICE#GENERAL,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",negative
425,SERVICE#GENERAL,Somehow working the italian charm with constant mille grazie does not constitute proper service.,negative
426,FOOD#QUALITY,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",positive
427,,"To celebrate a birthday, three of us went to Mare anticipating great food.",
428,FOOD#QUALITY,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,negative
429,FOOD#QUALITY,Fish was overdone.,negative
430,SERVICE#GENERAL,"Cute place, nice wait staff but would never go there again.",positive
431,FOOD#QUALITY,Someone else recommended the dessert - we also left that.,negative
432,DRINKS#QUALITY,One of us actually liked the expresso - that's it.,positive
433,RESTAURANT#GENERAL,"Skip this restaurant, it's a big disappointment.",negative
434,RESTAURANT#GENERAL,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,positive
435,SERVICE#GENERAL,I've never had bad service and the fish is fresh and delicious.,positive
436,FOOD#QUALITY,Their tuna tartar appetizer is to die for.,positive
437,FOOD#QUALITY,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",positive
438,FOOD#QUALITY,It is simply amazing.,positive
439,SERVICE#GENERAL,The place is so cool and the service is prompt and curtious.,positive
440,RESTAURANT#GENERAL,I highly recommend to anyone to give this place a try.,positive
441,RESTAURANT#GENERAL,You will find yourself returning quite often.,positive
442,,P.S. Please don't tell anyone in my family i eat there.,
443,,LOL,
444,FOOD#QUALITY,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,positive
445,FOOD#QUALITY,No gimmicks here -- the food speaks for itself in its freshness and preparation.,positive
446,AMBIENCE#GENERAL,The dining room is quietly elegant with no music to shout over -- how refreshing!,positive
447,SERVICE#GENERAL,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",positive
448,FOOD#QUALITY,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",positive
449,RESTAURANT#GENERAL,Beautiful experience.,positive
450,LOCATION#GENERAL,The view is breathtaking the service is top notch... the ambiance is wonderfull.,positive
451,SERVICE#GENERAL,The staff offers impeccable service.,positive
452,FOOD#QUALITY,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,positive
453,FOOD#QUALITY,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,positive
454,,I had Filet Mignon with garlic mash.,
455,FOOD#QUALITY,It was divine melts in your mouth.,positive
456,FOOD#QUALITY,My boyfriend had Prime Rib it was good .,positive
457,DRINKS#STYLE_OPTIONS,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,positive
458,,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,
459,FOOD#QUALITY,It's cuz it's so good you need to taste it!!!,positive
460,RESTAURANT#GENERAL,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,positive
461,FOOD#QUALITY,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,positive
462,FOOD#QUALITY,If you like spicy food get the chicken vindaloo.,positive
463,FOOD#QUALITY,It's very spicy but not offensive.,positive
464,RESTAURANT#GENERAL,We will definitely go back.,positive
465,SERVICE#GENERAL,Go to Volare for 1st class service and terrific food.,positive
466,FOOD#STYLE_OPTIONS,The portions are large and the servers always surprise us with a different starter.,positive
467,DRINKS#STYLE_OPTIONS,The wine list is excellent.,positive
468,FOOD#QUALITY,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,positive
469,SERVICE#GENERAL,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",positive
470,,People dress in suits or evening gowns as well as shirts jeans.,
471,FOOD#PRICES,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,negative
472,,"Recommendations, of course, are required!",
473,RESTAURANT#MISCELLANEOUS,Please be aware that it's CASH or AMEX only!,neutral
474,FOOD#QUALITY,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",neutral
475,FOOD#STYLE_OPTIONS,The menu is very limited - i think we counted 4 or 5 entrees.,negative
476,FOOD#QUALITY,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",negative
477,AMBIENCE#GENERAL,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",neutral
478,RESTAURANT#GENERAL,Problem is nothing at Prune is particularly memorable.,negative
479,RESTAURANT#GENERAL,No plans to return anytime soon.,negative
480,AMBIENCE#GENERAL,This place is so much fun.,positive
481,AMBIENCE#GENERAL,Our family never expected such incredible entertainment in a restaurant.,positive
482,,This place must have cost the owners afortune to build.,
483,,I think the stuff was better than Disney.,
484,FOOD#QUALITY,Our food was great too!,positive
485,FOOD#STYLE_OPTIONS,And really large portions.,positive
486,SERVICE#GENERAL,The staff was the friendliest that have seen in New York.,positive
487,RESTAURANT#GENERAL,We will go back every time we are in the City.,positive
488,RESTAURANT#GENERAL,If you want something really different than try Jekyll and Hyde.,positive
489,AMBIENCE#GENERAL,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,positive
490,FOOD#QUALITY,The food was pretty tradional but it was hot and good with large portions.,positive
491,RESTAURANT#GENERAL,I highly recommend it.,positive
492,,I am going to the mid town location next.,
493,AMBIENCE#GENERAL,The place is a lot of fun.,positive
494,RESTAURANT#GENERAL,My six year old loved it.,positive
495,AMBIENCE#GENERAL,The characters really make for an enjoyable experience.,positive
496,FOOD#QUALITY,"The food however, is what one might expect.",negative
497,FOOD#QUALITY,It is very overpriced and not very tasty.,negative
498,RESTAURANT#GENERAL,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",positive
499,RESTAURANT#GENERAL,We had a good time.,positive
500,SERVICE#GENERAL,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,negative
501,SERVICE#GENERAL,Service was slow had to wait to order and get food although not crowded.,negative
502,DRINKS#PRICES,Drinks way over priced.,negative
503,FOOD#QUALITY,Food was good not great not worth the wait or another visit,neutral
504,FOOD#QUALITY,Great pizza for lunch place.,positive
505,SERVICE#GENERAL,Service was quick.,positive
506,FOOD#QUALITY,The pizza was great.,positive
507,SERVICE#GENERAL,And it was quick which is very important.,positive
508,,Have the iced tea.,
509,DRINKS#QUALITY,It was wonderful.,positive
510,FOOD#QUALITY,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",positive
511,SERVICE#GENERAL,Delivery is fast too.,positive
512,SERVICE#GENERAL,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive
513,FOOD#PRICES,A little overpriced but worth it once you take a bite.,negative
514,,"Growing up in NY, I have eaten my share of bagels.",
515,FOOD#QUALITY,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,positive
516,FOOD#QUALITY,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",positive
517,FOOD#QUALITY,They have a huge selection of different cream cheeses and all of their salads are great.,positive
518,FOOD#QUALITY,The lox is always fresh too.,positive
519,RESTAURANT#GENERAL,Highly recommended to all!,positive
520,,I have to agree with the previous reviewer.,
521,,I don't get it either.,
522,FOOD#QUALITY,Not impressed with the food.,negative
523,RESTAURANT#PRICES,Prices too high for this cramped and unappealing resturant.,negative
524,AMBIENCE#GENERAL,Zero ambiance to boot.,negative
525,RESTAURANT#GENERAL,I thought this place was totally overrated.,negative
526,FOOD#QUALITY,Everything we had was good or ok....but definitely nothing great.,neutral
527,AMBIENCE#GENERAL,"The ambience was nice, but service wasn't so great.",positive
528,RESTAURANT#GENERAL,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",negative
529,RESTAURANT#GENERAL,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,positive
530,FOOD#QUALITY,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,positive
531,FOOD#QUALITY,Thius is a must for anyone who loves Shabu-Shabu.,positive
532,AMBIENCE#GENERAL,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",positive
533,RESTAURANT#MISCELLANEOUS,The owner and staff are all Japanese as well and that adds to the entire ambiance.,positive
534,FOOD#STYLE_OPTIONS,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",negative
535,RESTAURANT#GENERAL,I must give it Yon out of Yon stars!,positive
536,FOOD#QUALITY,Taxan delicious!,positive
537,,Arigato Gozimas Yuka!,
538,,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",
539,RESTAURANT#GENERAL,We weren't!,positive
540,RESTAURANT#PRICES,The prices were CHEAP compared to the quality of service and food.,positive
541,RESTAURANT#GENERAL,"We liked it so much, that we will always make it a point to dine here when we visit New York.",positive
542,,Went there for an office lunch.,
543,LOCATION#GENERAL,The location and ambience is Ok but the food is what makes up for it.,neutral
544,FOOD#STYLE_OPTIONS,There is a lot of variety even for people who eat vegetarian like me.,positive
545,FOOD#QUALITY,Try green curry with vegetables.,positive
546,FOOD#STYLE_OPTIONS,"The quantity is also very good, you will come out satisfied.",positive
547,SERVICE#GENERAL,"The service is ok, some of the people didn't get what they asked for.",neutral
548,RESTAURANT#GENERAL,I was there on sat. for my birthday and we had an excellent time.,positive
549,FOOD#QUALITY,I had the best ravioli ever.,positive
550,DRINKS#QUALITY,The wine the service was very good too.,positive
551,RESTAURANT#PRICES,Moderate prices.,neutral
552,AMBIENCE#GENERAL,A little noise but I think that was because of our party!,neutral
553,,Molto bene!,
554,AMBIENCE#GENERAL,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,positive
555,FOOD#QUALITY,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",positive
556,FOOD#QUALITY,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",positive
557,AMBIENCE#GENERAL,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",positive
558,RESTAURANT#GENERAL,A guaranteeed delight!,positive
559,FOOD#QUALITY,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive
560,FOOD#QUALITY,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",positive
561,AMBIENCE#GENERAL,Check out the secret back room.,positive
562,,Old school meets New world.,
563,RESTAURANT#GENERAL,I pray it stays open forever.,positive
564,RESTAURANT#GENERAL,Thank You Emilio.,positive
565,,Ciao Bella,
566,FOOD#QUALITY,"I found the food, service and value exceptional everytime I have been there.",positive
567,FOOD#QUALITY,The food was authentic.,positive
568,FOOD#QUALITY,I felt as though I were eating in Paris.,positive
569,SERVICE#GENERAL,The service was excellent - friendly and attentive.,positive
570,RESTAURANT#PRICES,The prices are wonderfully low.,positive
571,DRINKS#STYLE_OPTIONS,Very good wine choices.,positive
572,,I can't believe people complain about no cheese sticks?,
573,FOOD#QUALITY,Who has room for Cheesesticks with the best pizza in NYC!,positive
574,FOOD#QUALITY,Get the pepperoni - YUM - and a family style salad.,positive
575,SERVICE#GENERAL,Great staff.,positive
576,SERVICE#GENERAL,Always great service!,positive
577,RESTAURANT#GENERAL,I go twice a month!,positive
578,RESTAURANT#GENERAL,Fantastic!,positive
579,FOOD#QUALITY,"The food is good, I can't lie.",positive
580,SERVICE#GENERAL,But the staff was so horrible to us.,negative
581,SERVICE#GENERAL,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,negative
582,SERVICE#GENERAL,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,negative
583,RESTAURANT#PRICES,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",negative
584,RESTAURANT#GENERAL,Save yourself the time and trouble and skip this one!,negative
585,,I'll keep this short.,
586,RESTAURANT#GENERAL,Amma is nothing special.,neutral
587,,The two star chefs left quite some time ago to open their own place.,
588,FOOD#QUALITY,I ate here a week ago and found most dishes average at best and too expensive.,negative
589,RESTAURANT#GENERAL,Will not be back.,negative
590,FOOD#QUALITY,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",negative
591,AMBIENCE#GENERAL,Decor is nice though service can be spotty.,positive
592,AMBIENCE#GENERAL,This place is always packed.,neutral
593,,I know because I live nearby.,
594,FOOD#QUALITY,"Most importantly, food is excellent.",positive
595,FOOD#QUALITY,Try the sea bass.,positive
596,RESTAURANT#GENERAL,Highly recommended.,positive
597,FOOD#QUALITY,First of all Dal Bukhara Rocks.,positive
598,,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,
599,,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,
600,FOOD#QUALITY,I am happy i did the food was awsome.,positive
601,FOOD#QUALITY,JUST AWSOME.,positive
602,FOOD#QUALITY,and yes Dal Bukhara is so dam good and so are all the kababs.,positive
603,,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,
604,RESTAURANT#GENERAL,but overall i give it a 10,positive
605,RESTAURANT#GENERAL,10,positive
606,,I haven't been to the other locations.,
607,RESTAURANT#GENERAL,Haru on Park S is simply disgusting.,negative
608,FOOD#QUALITY,The fish was not fresh and the rice tasted old and stale.,negative
609,FOOD#QUALITY,"Quite frankly, this is some of the worst sushi I have ever tried.",negative
610,RESTAURANT#GENERAL,Will never be back.,negative
611,FOOD#QUALITY,honestly the worst sushi my husband and i had in our entire lives.,negative
612,,"believe us, we've been eating sushi for over 15 yrs.",
613,RESTAURANT#GENERAL,not sure why this restaurant would be rated that highly.,negative
614,FOOD#QUALITY,the all-u-can-eat sushi is definitely in very poor quality.,negative
615,FOOD#STYLE_OPTIONS,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",negative
616,FOOD#QUALITY,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",negative
617,SERVICE#GENERAL,the waitstaffs are nice though.,positive
618,RESTAURANT#GENERAL,wont come back again for sure!,negative
619,RESTAURANT#GENERAL,I have been to Roth's twice and both times were very disappointing.,negative
620,,Once for dinner and once for brunch.,
621,SERVICE#GENERAL,"Both times I was extremely dissappointed by the service, which was boarderline rude.",negative
622,SERVICE#GENERAL,They wouldnt even let me finish my glass of wine before offering another.,negative
623,SERVICE#GENERAL,Much of the time it seems like they do not care about you.,negative
624,FOOD#QUALITY,"The dinner was ok, nothing I would have again.",negative
625,FOOD#QUALITY,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",negative
626,RESTAURANT#GENERAL,This was a great surprise.,positive
627,FOOD#QUALITY,With the theater 2 blocks away we had a delicious meal in a beautiful room.,positive
628,SERVICE#GENERAL,The service was attentive.,positive
629,RESTAURANT#GENERAL,I look forward to eating here again,positive
630,RESTAURANT#GENERAL,Planet Thai is great!,positive
631,FOOD#QUALITY,"We love the food, drinks, and atmosphere!",positive
632,SERVICE#GENERAL,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",negative
633,FOOD#QUALITY,"Try the Pad Thai, it's fabulous and their prices are so cheap!",positive
634,FOOD#STYLE_OPTIONS,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",positive
635,,"Just remember, the later you go, the longer you may have to wait.",
636,,It's popular w/the late crowd.,
637,SERVICE#GENERAL,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",negative
638,FOOD#STYLE_OPTIONS,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",negative
639,RESTAURANT#GENERAL,"Overall, not worth the money.",negative
640,AMBIENCE#GENERAL,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",positive
641,,I love Indian food and consider myself to be quite an expert on it.,
642,RESTAURANT#GENERAL,Chennai Garden is my favorite Indian restaurant in the city.,positive
643,FOOD#QUALITY,They have authentic Indian at amazin prices.,positive
644,FOOD#STYLE_OPTIONS,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,negative
645,AMBIENCE#GENERAL,The seats are uncomfortable if you are sitting against the wall on wooden benches.,negative
646,RESTAURANT#MISCELLANEOUS,It's a rather cramped and busy restaurant and it closes early.,negative
647,AMBIENCE#GENERAL,Patroon features a nice cigar bar and has great staff.,positive
648,FOOD#QUALITY,The food is tasty and portion sizes are appropriate.,positive
649,RESTAURANT#MISCELLANEOUS,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive
650,RESTAURANT#MISCELLANEOUS,Not a great place for family or general dining.,negative
651,RESTAURANT#GENERAL,LLOOVVE THIS PLACE.,positive
652,FOOD#QUALITY,Food is excellent.,positive
653,FOOD#QUALITY,Fish is so very fresh.,positive
654,SERVICE#GENERAL,Waitstaff are very friendly.,positive
655,RESTAURANT#GENERAL,Love YUKA.,positive
656,FOOD#QUALITY,Mermaid Inn is an overall good restaurant with really good seafood.,positive
657,FOOD#STYLE_OPTIONS,The menu is limited but almost all of the dishes are excellent.,negative
658,FOOD#QUALITY,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,positive
659,SERVICE#GENERAL,The service is good and ambience is good for a date or group outing.,positive
660,RESTAURANT#PRICES,The only fallback on this restaurant is the prices.,negative
661,FOOD#QUALITY,"Even though its good seafood, the prices are too high.",positive
662,FOOD#QUALITY,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,positive
663,,Went to Village last night for my birthday.,
664,,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",
665,RESTAURANT#GENERAL,We were very pleasantly surprised.,positive
666,FOOD#QUALITY,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",positive
667,SERVICE#GENERAL,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",positive
668,SERVICE#GENERAL,Truly the mark of an attentive waiter.,positive
669,RESTAURANT#GENERAL,I highly recommend the restaurant based on our experience last night.,positive
670,FOOD#QUALITY,We ate at this Thai place following the reviews but very unhappy with the foods.,negative
671,FOOD#QUALITY,We thought that this place is using too much of MSG cooking in the foods.,negative
672,,Why?,
673,RESTAURANT#MISCELLANEOUS,"They don't concern much of customer's health, just want to make money.",negative
674,RESTAURANT#MISCELLANEOUS,please don't fool us.,negative
675,,I visit New Green Bo when I have money or when I am broke.,
676,FOOD#QUALITY,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive
677,FOOD#PRICES,The food is so cheap and the waiters are nice.,positive
678,AMBIENCE#GENERAL,"Of course, it is crowded but who cares.",neutral
679,RESTAURANT#MISCELLANEOUS,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,positive
680,FOOD#QUALITY,Have frequented 'ino for several years and the food remains excellent.,positive
681,FOOD#QUALITY,Cheese plate is a varied delight and great bargain at $10.,positive
682,FOOD#STYLE_OPTIONS,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive
683,FOOD#QUALITY,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",positive
684,DRINKS#STYLE_OPTIONS,Wine list is extensive without being over-priced.,positive
685,FOOD#QUALITY,"Be sure to try the seasonal, and always delicious, specials.",positive
686,RESTAURANT#GENERAL,Definitely a neighborhood favorite.,positive
687,RESTAURANT#GENERAL,I loved this place!!,positive
688,AMBIENCE#GENERAL,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,positive
689,FOOD#QUALITY,"The food was very good, a great deal, and the place its self was great.",positive
690,SERVICE#GENERAL,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",positive
691,SERVICE#GENERAL,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",negative
692,SERVICE#GENERAL,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",negative
693,SERVICE#GENERAL,"The waitress, seems to be more concerned of looking good than actually waitressing.",negative
694,SERVICE#GENERAL,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",negative
695,SERVICE#GENERAL,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",negative
696,SERVICE#GENERAL,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",negative
697,FOOD#QUALITY,Pizza here is consistently good.,positive
698,FOOD#QUALITY,Salads are a delicious way to begin the meal.,positive
699,FOOD#QUALITY,You should pass on the calamari.,negative
700,FOOD#QUALITY,It is thick and slightly soggy.,negative
701,AMBIENCE#GENERAL,Decor is charming.,positive
702,SERVICE#GENERAL,Service is average.,neutral
703,RESTAURANT#GENERAL,What a great place.,positive
704,,I came into the city to try out this restaurant because a friend had recommended it to my husband.,
705,AMBIENCE#GENERAL,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",positive
706,SERVICE#GENERAL,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",neutral
707,FOOD#QUALITY,I would definitely recommend SEA if you like thai cuisine!,positive
708,SERVICE#GENERAL,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,negative
709,SERVICE#GENERAL,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",negative
