,aspect,document,sentiment
504,FOOD#QUALITY,Great pizza for lunch place.,positive
505,SERVICE#GENERAL,Service was quick.,positive
506,FOOD#QUALITY,The pizza was great.,positive
507,SERVICE#GENERAL,And it was quick which is very important.,positive
508,DRINKS#QUALITY,Have the iced tea.,positive
509,DRINKS#QUALITY,It was wonderful.,positive
510,FOOD#QUALITY,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",positive
511,SERVICE#GENERAL,Delivery is fast too.,positive
512,SERVICE#GENERAL,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive
513,FOOD#PRICES,A little overpriced but worth it once you take a bite.,negative
514,,"Growing up in NY, I have eaten my share of bagels.",
515,FOOD#QUALITY,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,positive
516,FOOD#QUALITY,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",positive
517,FOOD#QUALITY,They have a huge selection of different cream cheeses and all of their salads are great.,positive
518,FOOD#QUALITY,The lox is always fresh too.,positive
519,RESTAURANT#GENERAL,Highly recommended to all!,positive
520,,I have to agree with the previous reviewer.,
521,,I don't get it either.,
522,FOOD#QUALITY,Not impressed with the food.,negative
523,RESTAURANT#PRICES,Prices too high for this cramped and unappealing resturant.,negative
524,AMBIENCE#GENERAL,Zero ambiance to boot.,negative
525,RESTAURANT#GENERAL,I thought this place was totally overrated.,negative
526,RESTAURANT#GENERAL,Everything we had was good or ok....but definitely nothing great.,neutral
527,AMBIENCE#GENERAL,"The ambience was nice, but service wasn't so great.",positive
528,RESTAURANT#GENERAL,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",negative
529,RESTAURANT#GENERAL,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,positive
530,FOOD#QUALITY,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,positive
531,FOOD#QUALITY,Thius is a must for anyone who loves Shabu-Shabu.,positive
532,AMBIENCE#GENERAL,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",positive
533,RESTAURANT#MISCELLANEOUS,The owner and staff are all Japanese as well and that adds to the entire ambiance.,positive
534,FOOD#STYLE_OPTIONS,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",negative
535,RESTAURANT#GENERAL,I must give it Yon out of Yon stars!,positive
536,FOOD#QUALITY,Taxan delicious!,positive
537,,Arigato Gozimas Yuka!,
538,RESTAURANT#GENERAL,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",positive
539,,We weren't!,
540,RESTAURANT#PRICES,The prices were CHEAP compared to the quality of service and food.,positive
541,RESTAURANT#GENERAL,"We liked it so much, that we will always make it a point to dine here when we visit New York.",positive
542,,Went there for an office lunch.,
543,LOCATION#GENERAL,The location and ambience is Ok but the food is what makes up for it.,neutral
544,FOOD#STYLE_OPTIONS,There is a lot of variety even for people who eat vegetarian like me.,positive
545,FOOD#QUALITY,Try green curry with vegetables.,positive
546,FOOD#STYLE_OPTIONS,"The quantity is also very good, you will come out satisfied.",positive
547,SERVICE#GENERAL,"The service is ok, some of the people didn't get what they asked for.",neutral
548,RESTAURANT#GENERAL,I was there on sat. for my birthday and we had an excellent time.,positive
549,FOOD#QUALITY,I had the best ravioli ever.,positive
550,DRINKS#QUALITY,The wine the service was very good too.,positive
551,RESTAURANT#PRICES,Moderate prices.,neutral
552,AMBIENCE#GENERAL,A little noise but I think that was because of our party!,neutral
553,,Molto bene!,
554,AMBIENCE#GENERAL,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,positive
555,FOOD#QUALITY,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",positive
556,FOOD#QUALITY,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",positive
557,AMBIENCE#GENERAL,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",positive
558,RESTAURANT#GENERAL,A guaranteeed delight!,positive
559,FOOD#QUALITY,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive
560,FOOD#QUALITY,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",positive
561,AMBIENCE#GENERAL,Check out the secret back room.,positive
562,,Old school meets New world.,
563,RESTAURANT#GENERAL,I pray it stays open forever.,positive
564,RESTAURANT#GENERAL,Thank You Emilio.,positive
565,,Ciao Bella,
566,FOOD#QUALITY,"I found the food, service and value exceptional everytime I have been there.",positive
567,FOOD#QUALITY,The food was authentic.,positive
568,FOOD#QUALITY,I felt as though I were eating in Paris.,positive
569,SERVICE#GENERAL,The service was excellent - friendly and attentive.,positive
570,RESTAURANT#PRICES,The prices are wonderfully low.,positive
571,DRINKS#STYLE_OPTIONS,Very good wine choices.,positive
572,,I can't believe people complain about no cheese sticks?,
573,FOOD#QUALITY,Who has room for Cheesesticks with the best pizza in NYC!,positive
574,FOOD#QUALITY,Get the pepperoni - YUM - and a family style salad.,positive
575,SERVICE#GENERAL,Great staff.,positive
576,SERVICE#GENERAL,Always great service!,positive
577,RESTAURANT#GENERAL,I go twice a month!,positive
578,RESTAURANT#GENERAL,Fantastic!,positive
579,FOOD#QUALITY,"The food is good, I can't lie.",positive
580,SERVICE#GENERAL,But the staff was so horrible to us.,negative
581,SERVICE#GENERAL,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,negative
582,SERVICE#GENERAL,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,negative
583,RESTAURANT#PRICES,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",negative
584,RESTAURANT#GENERAL,Save yourself the time and trouble and skip this one!,negative
585,,I'll keep this short.,
586,RESTAURANT#GENERAL,Amma is nothing special.,neutral
587,,The two star chefs left quite some time ago to open their own place.,
588,FOOD#QUALITY,I ate here a week ago and found most dishes average at best and too expensive.,negative
589,RESTAURANT#GENERAL,Will not be back.,negative
590,FOOD#QUALITY,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",negative
591,AMBIENCE#GENERAL,Decor is nice though service can be spotty.,positive
592,RESTAURANT#MISCELLANEOUS,This place is always packed.,neutral
593,,I know because I live nearby.,
594,FOOD#QUALITY,"Most importantly, food is excellent.",positive
595,FOOD#QUALITY,Try the sea bass.,positive
596,RESTAURANT#GENERAL,Highly recommended.,positive
597,FOOD#QUALITY,First of all Dal Bukhara Rocks.,positive
598,,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,
599,,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,
600,FOOD#QUALITY,I am happy i did the food was awsome.,positive
601,FOOD#QUALITY,JUST AWSOME.,positive
602,FOOD#QUALITY,and yes Dal Bukhara is so dam good and so are all the kababs.,positive
603,,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,
604,RESTAURANT#GENERAL,but overall i give it a 10,positive
605,RESTAURANT#GENERAL,10,positive
606,,I haven't been to the other locations.,
607,RESTAURANT#GENERAL,Haru on Park S is simply disgusting.,negative
608,FOOD#QUALITY,The fish was not fresh and the rice tasted old and stale.,negative
609,FOOD#QUALITY,"Quite frankly, this is some of the worst sushi I have ever tried.",negative
610,RESTAURANT#GENERAL,Will never be back.,negative
611,FOOD#QUALITY,honestly the worst sushi my husband and i had in our entire lives.,negative
612,,"believe us, we've been eating sushi for over 15 yrs.",
613,RESTAURANT#GENERAL,not sure why this restaurant would be rated that highly.,negative
614,FOOD#QUALITY,the all-u-can-eat sushi is definitely in very poor quality.,negative
615,FOOD#STYLE_OPTIONS,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",negative
616,FOOD#QUALITY,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",negative
617,SERVICE#GENERAL,the waitstaffs are nice though.,positive
618,RESTAURANT#GENERAL,wont come back again for sure!,negative
619,RESTAURANT#GENERAL,I have been to Roth's twice and both times were very disappointing.,negative
620,,Once for dinner and once for brunch.,
621,SERVICE#GENERAL,"Both times I was extremely dissappointed by the service, which was boarderline rude.",negative
622,SERVICE#GENERAL,They wouldnt even let me finish my glass of wine before offering another.,negative
623,SERVICE#GENERAL,Much of the time it seems like they do not care about you.,negative
624,FOOD#QUALITY,"The dinner was ok, nothing I would have again.",negative
625,FOOD#QUALITY,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",negative
626,RESTAURANT#GENERAL,This was a great surprise.,positive
627,FOOD#QUALITY,With the theater 2 blocks away we had a delicious meal in a beautiful room.,positive
628,SERVICE#GENERAL,The service was attentive.,positive
629,RESTAURANT#GENERAL,I look forward to eating here again,positive
630,RESTAURANT#GENERAL,Planet Thai is great!,positive
631,FOOD#QUALITY,"We love the food, drinks, and atmosphere!",positive
632,SERVICE#GENERAL,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",negative
633,FOOD#QUALITY,"Try the Pad Thai, it's fabulous and their prices are so cheap!",positive
634,FOOD#STYLE_OPTIONS,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",positive
635,,"Just remember, the later you go, the longer you may have to wait.",
636,,It's popular w/the late crowd.,
637,SERVICE#GENERAL,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",negative
638,FOOD#STYLE_OPTIONS,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",negative
639,RESTAURANT#GENERAL,"Overall, not worth the money.",negative
640,AMBIENCE#GENERAL,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",positive
641,,I love Indian food and consider myself to be quite an expert on it.,
642,RESTAURANT#GENERAL,Chennai Garden is my favorite Indian restaurant in the city.,positive
643,FOOD#QUALITY,They have authentic Indian at amazin prices.,positive
644,FOOD#STYLE_OPTIONS,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,negative
645,AMBIENCE#GENERAL,The seats are uncomfortable if you are sitting against the wall on wooden benches.,negative
646,RESTAURANT#MISCELLANEOUS,It's a rather cramped and busy restaurant and it closes early.,negative
647,AMBIENCE#GENERAL,Patroon features a nice cigar bar and has great staff.,positive
648,FOOD#QUALITY,The food is tasty and portion sizes are appropriate.,positive
649,RESTAURANT#MISCELLANEOUS,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive
650,RESTAURANT#MISCELLANEOUS,Not a great place for family or general dining.,negative
651,RESTAURANT#GENERAL,LLOOVVE THIS PLACE.,positive
652,FOOD#QUALITY,Food is excellent.,positive
653,FOOD#QUALITY,Fish is so very fresh.,positive
654,SERVICE#GENERAL,Waitstaff are very friendly.,positive
655,RESTAURANT#GENERAL,Love YUKA.,positive
656,FOOD#QUALITY,Mermaid Inn is an overall good restaurant with really good seafood.,positive
657,FOOD#STYLE_OPTIONS,The menu is limited but almost all of the dishes are excellent.,negative
658,FOOD#QUALITY,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,positive
659,SERVICE#GENERAL,The service is good and ambience is good for a date or group outing.,positive
660,RESTAURANT#PRICES,The only fallback on this restaurant is the prices.,negative
661,FOOD#QUALITY,"Even though its good seafood, the prices are too high.",positive
662,FOOD#QUALITY,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,positive
663,,Went to Village last night for my birthday.,
664,,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",
665,RESTAURANT#GENERAL,We were very pleasantly surprised.,positive
666,FOOD#QUALITY,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",positive
667,SERVICE#GENERAL,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",positive
668,SERVICE#GENERAL,Truly the mark of an attentive waiter.,positive
669,RESTAURANT#GENERAL,I highly recommend the restaurant based on our experience last night.,positive
670,FOOD#QUALITY,We ate at this Thai place following the reviews but very unhappy with the foods.,negative
671,FOOD#QUALITY,We thought that this place is using too much of MSG cooking in the foods.,negative
672,,Why?,
673,RESTAURANT#GENERAL,"They don't concern much of customer's health, just want to make money.",negative
674,RESTAURANT#GENERAL,please don't fool us.,negative
675,,I visit New Green Bo when I have money or when I am broke.,
676,FOOD#QUALITY,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",positive
677,FOOD#PRICES,The food is so cheap and the waiters are nice.,positive
678,RESTAURANT#MISCELLANEOUS,"Of course, it is crowded but who cares.",neutral
679,RESTAURANT#MISCELLANEOUS,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,positive
680,FOOD#QUALITY,Have frequented 'ino for several years and the food remains excellent.,positive
681,FOOD#QUALITY,Cheese plate is a varied delight and great bargain at $10.,positive
682,FOOD#STYLE_OPTIONS,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive
683,FOOD#QUALITY,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",positive
684,DRINKS#STYLE_OPTIONS,Wine list is extensive without being over-priced.,positive
685,FOOD#QUALITY,"Be sure to try the seasonal, and always delicious, specials.",positive
686,RESTAURANT#GENERAL,Definitely a neighborhood favorite.,positive
687,RESTAURANT#GENERAL,I loved this place!!,positive
688,AMBIENCE#GENERAL,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,positive
689,FOOD#QUALITY,"The food was very good, a great deal, and the place its self was great.",positive
690,SERVICE#GENERAL,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",positive
691,SERVICE#GENERAL,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",negative
692,SERVICE#GENERAL,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",negative
693,SERVICE#GENERAL,"The waitress, seems to be more concerned of looking good than actually waitressing.",negative
694,SERVICE#GENERAL,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",negative
695,SERVICE#GENERAL,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",negative
696,SERVICE#GENERAL,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",negative
697,FOOD#QUALITY,Pizza here is consistently good.,positive
698,FOOD#QUALITY,Salads are a delicious way to begin the meal.,positive
699,FOOD#QUALITY,You should pass on the calamari.,negative
700,FOOD#QUALITY,It is thick and slightly soggy.,negative
701,AMBIENCE#GENERAL,Decor is charming.,positive
702,SERVICE#GENERAL,Service is average.,neutral
703,RESTAURANT#GENERAL,What a great place.,positive
704,,I came into the city to try out this restaurant because a friend had recommended it to my husband.,
705,AMBIENCE#GENERAL,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",positive
706,SERVICE#GENERAL,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",neutral
707,FOOD#QUALITY,I would definitely recommend SEA if you like thai cuisine!,positive
708,SERVICE#GENERAL,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,negative
709,SERVICE#GENERAL,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",negative
710,SERVICE#GENERAL,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",negative
711,SERVICE#GENERAL,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",negative
712,,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",
713,RESTAURANT#GENERAL,Never again!,negative
714,RESTAURANT#GENERAL,I absolutely Loved this place.,positive
715,,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",
716,AMBIENCE#GENERAL,"Excellent atmosphere, delicious dishes good and friendly service.",positive
717,RESTAURANT#GENERAL,this is can became on e of the NY Italian Food fare institutions.,positive
718,RESTAURANT#GENERAL,I think that it is absolutely brilliant and well runned business operation.,positive
719,DRINKS#STYLE_OPTIONS,The wine list is also really nice.,positive
720,,A friend from Seattle and I went on a Thursday night around 8:30.,
721,RESTAURANT#GENERAL,"Everything was wonderful; food, drinks, staff, mileau.",positive
722,RESTAURANT#GENERAL,I would highly recommend this place!,positive
723,RESTAURANT#GENERAL,I have been to Casimir over 5 times and I have always had a great time there.,positive
724,FOOD#QUALITY,The food is great and reasonably priced.,positive
725,SERVICE#GENERAL,"I have tried to make reservations, but both times, the hostess didn't have my name.",negative
726,AMBIENCE#GENERAL,"If the weather is nice, try to snag an outside table.",positive
727,SERVICE#GENERAL,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",positive
728,RESTAURANT#GENERAL,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,positive
729,FOOD#QUALITY,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",positive
730,SERVICE#GENERAL,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",positive
731,FOOD#QUALITY,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,positive
732,RESTAURANT#GENERAL,Nice Family owned traditional restaurant.,positive
733,FOOD#QUALITY,Fresh ingredients and everything is made to order.,positive
734,RESTAURANT#GENERAL,I was pleasantly surprised to find this gem in Hoboken.,positive
735,SERVICE#GENERAL,Friendly staff that actually lets you enjoy your meal and the company you're with.,positive
736,,My friends and I were on vacation in NY and was referred to Chance by a friend.,
737,FOOD#QUALITY,"I found the food to be outstanding, particulary the salmon dish I had.",positive
738,DRINKS#QUALITY,"I also ordered the Change Mojito, which was out of this world.",positive
739,FOOD#QUALITY,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",neutral
740,AMBIENCE#GENERAL,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",positive
741,RESTAURANT#GENERAL,"Overall, excellent restaurant!",positive
742,,i went to utsav about a yr ago with my family.,
743,FOOD#QUALITY,The food was good.,positive
744,AMBIENCE#GENERAL,The place was nice and calm.,positive
745,SERVICE#GENERAL,but the service was a bit slow.,negative
746,,I work around the corner and tried it with a colleague for the first time.,
747,FOOD#STYLE_OPTIONS,The buffet had a nice selection.,positive
748,FOOD#QUALITY,The food was average or above including some surprising tasty dishes.,positive
749,SERVICE#GENERAL,Service was also very good.,positive
750,RESTAURANT#GENERAL,I would go back.,positive
751,FOOD#QUALITY,I got an excellent piece of cheesecake and we had several other nice pastries.,positive
752,FOOD#QUALITY,"I would recommend Roxy's for that, but not for their food.",negative
753,FOOD#STYLE_OPTIONS,My son and his girlfriend both wanted cheeseburgers and they were huge!,neutral
754,FOOD#STYLE_OPTIONS,"But, they were too big for the bun.",negative
755,FOOD#STYLE_OPTIONS,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",negative
756,FOOD#PRICES,Also they were $15 each!,negative
757,FOOD#STYLE_OPTIONS,I had a huge pastrami sandwich on a roll.,neutral
758,FOOD#PRICES,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,neutral
759,FOOD#QUALITY,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",negative
760,FOOD#QUALITY,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",negative
761,FOOD#QUALITY,And the Tom Kha soup was pathetic.,negative
762,FOOD#QUALITY,If you want good authentic Thai this place is not the place to go.,negative
763,FOOD#QUALITY,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",positive
764,FOOD#QUALITY,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",positive
765,LOCATION#GENERAL,"Conveniently located too, being right on Bedford ave.",positive
766,AMBIENCE#GENERAL,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",positive
767,RESTAURANT#GENERAL,I will definetly be going back.,positive
768,FOOD#QUALITY,We had the lobster sandwich and it was FANTASTIC.,positive
769,FOOD#STYLE_OPTIONS,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",negative
770,FOOD#QUALITY,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,positive
771,,I recommend getting a reservation even though we saw people seated without one.,
772,DRINKS#QUALITY,We waited at the bar and had martinis that were just right.,positive
773,RESTAURANT#GENERAL,We will be back.,positive
774,FOOD#QUALITY,love the food.,positive
775,FOOD#QUALITY,it's the only place you can get yummy authentic japanese comfort food.,positive
776,,it helps if you know what to order.,
777,RESTAURANT#PRICES,and you can't beat the prices.,positive
778,RESTAURANT#GENERAL,highly recommended.,positive
779,RESTAURANT#GENERAL,I've lived in NY for 5 years and this place has it all.,positive
780,FOOD#QUALITY,"Great food, good size menu, great service and an unpretensious setting.",positive
781,FOOD#QUALITY,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive
782,RESTAURANT#GENERAL,I'm glad I was introduced to this place and this is a rare gem in NY.,positive
783,,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",
784,FOOD#QUALITY,"The freshest, best variety, and the fastest delivery.",positive
785,RESTAURANT#PRICES,Also very inexpensive.,positive
786,RESTAURANT#GENERAL,A great choice at any cost and a great deal.,positive
787,SERVICE#GENERAL,The service was excellent and the food was delicious.,positive
788,FOOD#QUALITY,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",positive
789,,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",
790,RESTAURANT#MISCELLANEOUS,Definitely a great spot for a nice occasion or date.,positive
791,FOOD#QUALITY,"Average to good Thai food, but terrible delivery.",positive
792,SERVICE#GENERAL,I've waited over one hour for food.,negative
793,SERVICE#GENERAL,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,negative
794,RESTAURANT#MISCELLANEOUS,A Thai restaurant out of rice during dinner?,negative
795,FOOD#QUALITY,"The food arrived 20 minutes after I called, cold and soggy.",negative
796,,i actually feel like i should keep it a secret.,
797,RESTAURANT#PRICES,This is a wonderful place on all stand points especially value ofr money.,positive
798,SERVICE#GENERAL,An excellent service,positive
799,,Went to Cafe Spice with 4 of my friends on a saturday night.,
800,SERVICE#GENERAL,We were greeted promptly by the waiter who was very nice and cordial.,positive
801,SERVICE#GENERAL,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,positive
802,,We were fast to order the appetizer platter since we were very hungry.,
803,FOOD#STYLE_OPTIONS,The food looked very appetizing and delicious since it came on a variety of fancy plates.,positive
804,FOOD#QUALITY,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,positive
805,RESTAURANT#GENERAL,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,positive
806,,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",
807,SERVICE#GENERAL,"Service here was great, food was fantastic.",positive
808,FOOD#QUALITY,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",positive
809,RESTAURANT#GENERAL,Will absolutely visit again.,positive
810,,Maybe tomorrow ;-),
811,RESTAURANT#GENERAL,You cannot go wrong with this place.,positive
812,FOOD#QUALITY,"The food is outstanding and the service is quick, friendly and very professional.",positive
813,RESTAURANT#MISCELLANEOUS,"Always a nice crowd, but never loud.",positive
814,RESTAURANT#GENERAL,Go here.,positive
815,RESTAURANT#MISCELLANEOUS,Good for dates or with friends.,positive
816,RESTAURANT#MISCELLANEOUS,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,positive
817,RESTAURANT#GENERAL,"However, it is jus too good to not praise it.",positive
818,FOOD#QUALITY,"By far, the best pizza in Manhattan.",positive
819,FOOD#QUALITY,"The crust is thin, the ingredients are fresh and the staff is friendly.",positive
820,,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",
821,,less wait time for me!,
822,,We arrived on time for our reservation and seated promptly.,
823,FOOD#STYLE_OPTIONS,The menu has so many fish items and oysters.,positive
824,,We all ordered different entrees so we could share.,
825,FOOD#QUALITY,"The fish was really,really fresh.",positive
826,,I lived in Maine for ten years and grew up on fish.,
827,RESTAURANT#GENERAL,We all agreed that mare is one of the best seafood restaurants in New York.,positive
828,RESTAURANT#GENERAL,I stumbled upon this great pizzeria as I explored my new neighborhood.,positive
829,FOOD#QUALITY,All of the pizzas are terrific and the price is even better!,positive
830,FOOD#QUALITY,I highly recommend the Sophia pizza.,positive
831,FOOD#QUALITY,It's to die for!,positive
832,FOOD#QUALITY,The food was mediocre at best but it was the horrible service that made me vow never to go back.,negative
833,SERVICE#GENERAL,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",negative
834,,There are other people waiting!,
835,,We weren't even at our table for more than an hour total.,
836,,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",
837,,Our friends have not arrived yet.,
838,SERVICE#GENERAL,So rushing us out was absolutely unnecessary!,negative
839,FOOD#QUALITY,"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
840,,I've been here twice now.,
841,FOOD#QUALITY,"The first time the sushi was outstanding, the second time it was a little bland.",positive
842,RESTAURANT#GENERAL,I'm sure I'll return for a final judgement tho.,neutral
843,AMBIENCE#GENERAL,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",positive
844,RESTAURANT#GENERAL,Mizu is the Japenese find in Grammercy.,positive
845,FOOD#QUALITY,"While their kitchen food is delicious, their Sushi is out of this world.",positive
846,FOOD#STYLE_OPTIONS,Mizu is home to creative and unique rolls not to found anywhere else.,positive
847,FOOD#QUALITY,"Not only is the cuisine the best around, the service has always been attentive and charming.",positive
848,RESTAURANT#GENERAL,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,positive
849,SERVICE#GENERAL,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",positive
850,FOOD#QUALITY,I ordered the smoked salmon and roe appetizer and it was off flavor.,negative
851,FOOD#QUALITY,"The entree was bland and small, dessert was not inspired.",negative
852,FOOD#PRICES,I expected quite a bit more from such an expensive menu.,negative
853,LOCATION#GENERAL,"The view is spectacular, and the food is great.",positive
854,DRINKS#QUALITY,Wonderful strawberry daiquiries as well!,positive
855,RESTAURANT#GENERAL,Definitely worth the trip to Battery Park City!,positive
856,RESTAURANT#GENERAL,One of my favorite places in Manhattan.,positive
857,FOOD#QUALITY,Authentic Taiwanese food that's cheap... what more could you ask for?,positive
858,RESTAURANT#GENERAL,(Besides that there should be more restaurants like it around the city).,positive
859,FOOD#QUALITY,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,positive
860,FOOD#QUALITY,delicious simple food in nice outdoor atmosphere.,positive
861,SERVICE#GENERAL,"Kind, attentive wait staff.",positive
862,FOOD#QUALITY,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,positive
863,FOOD#QUALITY,My friend devoured her chicken and mashed potatos.,positive
864,FOOD#QUALITY,Delicious crab cakes too.,positive
865,AMBIENCE#GENERAL,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",positive
866,RESTAURANT#GENERAL,Great neighborhood joint.,positive
867,FOOD#STYLE_OPTIONS,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,positive
868,FOOD#QUALITY,"Their calzones are horrific, bad, vomit-inducing, YUCK.",negative
869,FOOD#QUALITY,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,negative
870,SERVICE#GENERAL,The counter service is bad.,negative
871,SERVICE#GENERAL,They charge different prices all the time.,negative
