Document,Stars
" Raphael Kubelik conducts a first-rate cast and orchestra in a performance of Parsifal that is at once profoundly satisfying both emotionally and intellectually. The orchestral playing is wonderfully clear and precise and at the same time rich and deep in sound. The singers have clearly lived into their roles even though this is not a recording of a staged performance. I suspect that the members of this cast have sung these roles together on stage; they come across as a seasoned ensemble used to working together. Some critics have found James King a bit ragged in the final act but I cannot hear this; I hear only the voice of an empathic artist portraying a man undergoing radical and painful transformation. Parsifal's healing hurts.Why is this recording not released until 2003 (a shame in itself) already out of print or at least not easily available in the United States???? Perhaps Audite the in-house label of the Bavarian State Radio Orchestra will pick it up and include it in their ongoing release of masterful performances under Kubelik's baton. ", 5.0
 I'm very picky about Wagner recordings and if the ensemble as a whole doesn't work for me I usually can never give it the stars it deserves. Kubelik's Parsifal though deserves all the stars amazon.com can offer. Albeit the fact that this recording was vaulted due to the popularity of the deservedly famous Karajan Berlin set I cannot stop praising the several merits of this recording. First and foremost the soloists in this recording are simply outstanding. At his age James King sings an excellently vocalized and dramatically right Parsifal. The voice may not have the bloom of youth possessed by Jess Thomas or Peter Hofmann but it truly is a golden voice. Kurt Moll is the best Gurnemanz of the discography and this is his best performance of the role. He surpasses his Gurnemanz under Levine and slightly that of Karajan's. He uses his ability as a lieder singer to highlight the emotional moments that make this role so distinct that I couldn't help but feel moved by this benchmark performance. Yvonne Minton sings the most wonderful Kundry in the discography and I find that I have never heard a better mezzo soprano act out the role better than her or Christa Ludwig. The dementia and seductiveness is all there and that soft moan at the beginning of act 3 is to die for. Bernd Weikl sings a typical Amfortas although he does outshine many other singers in the discography save Jose Van Dam in the Karajan recording. The highlight of this recording though is Rafael Kubelik's transparent and emotionally saturated conducting of Wagner's score. I think that after Karajan's set this is the Parsifal to own. Highly recommended. , 5.0
" I thought that the Karajan was unbeatable until I discovered this recording long held in the DG vaults for reasons of petty jealousies and politicking. It is superior to every other account by virtue of Kubelik's masterly pacing; he achieves both a spiritual dimension somewhat beyond (what now seems like) the merely polished achievement of Karajan. Kurt Moll possessed surely the most beautiful post-war Wagnerian bass and he is caught here in his absolute prime; there is more nuance more resonance and more drama than in his slightly later assumption of the role with Karajan. The orchestra are superb and although other reviewers have found the sound wanting I do not; it seems to me incomparably clear and spacious. Again some reviewers have found fault with the singing; I find that Minton's Kundry one or two strained top notes apart achieves the perfect balance between vulnerability and animal passion. King achieves the miracle of making believable Parsifal's transition from boyish oaf to a hero enlightened by compassion; he is very careful in how he enunciates and inflects the text and sings both softly and heroically. Frank Mazura's Klingsor sounds uncannily like Gustav Neidlinger's Alberich in the famous Solti 'Ring' - and that is meant to be a high compliment. The Flower maidens headed by Lucia Popp are a seductive bunch; perhaps the only slight disappointment comes from Weikl's rather exterior Amfortas but his was a fine voice at that time - not too much of the bleat which now intrudes - and he makes a fine job of the three climactic utterances of 'Erbarmen' in his big aria. I stll miss the sheer beauty of Van Dam in Karajan's set or perhaps the heft of London - a different approach from Van Dam's inward lyrical interpretation but mightily impressive nonetheless - but as a whole this recording is by far the most moving authoritative and absorbing of this towering masterpiece. ", 5.0
 I had decided not to review my favorite studio recording of Parsifal because so many others had already said most of what I had to say. But after listening to the 2nd Act on my lunch hour today I find I need to blow off some happy steam and share a few thoughts.Much for the same reason as Kubelik's 'Meistersinger' was supressed to clear the market for Karajan's inferior recording this Parsifal languished in the vault for more than twenty years. It is a great pity and shame that one conductor can wield that much power to the detrement of his collegues and the loss of the opera-loving public.Rafael Kubelik's flawlessly proportioned profoundly felt reading of this most ephemeral of Wagner's operas equals the best of Knapperstbusch's live Bayreuth performances with all the advantages of a studio recording, 5.0
 Probably the finest Parsifal on CD and certainly the best sung. The late great James King pours out streams of magnificent impassioned tone. (It's beyond me why so many reviewers think we need to turn to the relatively pinched monotonous and unidiomatic Domingo for beautiful Wagner singing. Nein danke.) Kurt Moll is everything he's cracked up to be and Kubelik conducts as authoritatively as in his Meistersinger (also probably the best available recording rivalled only by Kempe). The clincher is Bernd Weikl a ringing virile baritone a fine actor and easily the greatest Amfortas I've heard. Compare the critics' favorites in the role Fischer-Dieskau and Van Dam and you'll find their top notes painful in way that can't really blamed on the character's wound. (Let's hope it's not long before a DVD release of the Bayreuth video with Weikl and the young Siegfried Jerusalem Horst Stein conducting.) A quibble, 5.0
 While everyone has their favorite studio recording of Wagner's final masterpiece this one sung by Wagnerian tenor James King is one of the finest ever sung. Today Parsifal has been interpreted in an entirely different way. Placido Domingo debuted at Bayreuth as Parsifal and sings it in a more lyrical relaxed but dynamic manner. Rene Kollo has a similar lyric style. Jon Vickers sang the role on stage and used bravado. James King with enough experience singing Wagner behind him sings Parsifal in this 1982 recording which is actually the soundtrack to the controversial and post-modern German film. James King though in his old age sings with enough strength and character vitality that we are wholly convinced he is the foolish knight who journeys from innocence to maturity and spiritual enlightenment. Though troubled by his unknown past tempted by Kundry and the Flower Maidens quite possibly has some Freudian/Oedipal love for his mother he proves to be the one knight the 'Chosen One' who can save the cursed land of the Grail and restore peace and heal the wound of the dying Amfortas. The Holy Grail looms large over the story. It brings redemption through compassion. It is ultimately Kundry who is healed and transformed from wild outcast (she mocked Christ on the Cross) to a woman so possessed by the spiritual power of God and Christ's love that she faints in the final scene. Kundry is another voice-killer for sopranos or mezzo sopranos who sing her. Time and again dramatic mezzos have fared better in the role. Yvonne Minton was perhaps the only mezzo soprano after Christa Ludwig who sings Kundry with enough pathos and power to make her compelling and dramatically appealing. Minton has a voice that is both beautiful and on hte edge. Hers is my favorite Kundry. Her vocal duets/scenes with King are sensational. Kubelik conducts with enough attention to subtleties and color that this is most likely the most lush and expressive Parsifal ever made. It is not religiously bombastic as Karajan's edition. Many still find Knapperbutsch's recording the best but Kubelik had a mystical approach to the work that is unlike anything I've ever heard. , 5.0
 This is a superlative recording and I dare say this is the one that takes first prize. I have 8 other recordings of Parsifal (Goodall Jordan Kegel Knappertsbuschx2 Krauss Stein and von Karajan). While I find von Karajan's conducting and the BPO/Chorus to be sheer unsurpassed beauty von Karajan's Parsifal (Hofmann) is the worst I have ever heard (it's shocking how such a thing could have been permitted to mar such a beautiful recording!!). Both Kubelik and von Karajan produced STUNNING stereo studio recordings and have the best Gournemantz in my opinion, 5.0
 This Parsifal is the second best stereo Parsifal on disc tied with Solti's lesser only to Kna's transcendent 62 philips with Hotter London Thomas etc. Among more modern versions it outranks Barenboim and Karajan. The cast is sensational.Kurt Moll turns in his finest Gurnemanz with a voice in much better form than for either Levine(CD\DVD). Weikl as Amfortas(of course) perrforms at his usual excellent standard. Salminen is the perfect Titurael and Franz Mazura is tremendously better than his later performance on the Levine DVD. James King is a very good Parsifal one of the best on disc-though here I do prefer Siegfried Jerusalem only on the Barenboim recording.Despite such a stellar cast the real star of the show is Kubelik. Wagnerites already know this from his Meistersinger(also the best modern version-if not the best overall) and his Lohengrin on DG.His reading is very unique and tender but never sacrifices any of the natural flow that Levine does-his reading is one of the most profound on disc made immediately apparent even from the opening Prelude when each tutti is done with the utmost clarity and refinement-really I have never heard a finer or more careful(in a good way) job by a conductor with the exception of KNA. For those who love Parsifal like myself you must get this. It is absolutely a must as essential as the KNA. I have to admit the KNA is still my favourite-but this really allowed me to hear this work in a fresh beautiful way that I hadnt done in a long while.Gurnemanz is one of if not my favourite Wagner character. I consider the finest to be Hotter and Griendl with Frick for Solti coming in a close second followed by this performance by Moll to be a third(again I must emphasize THIS performance not the Levine when his voice is lighter and more strained at times. As Amfortas I consider Londons 62 to be the most convincingly tender suffering and angelic performance ever-just listen to his intro when he sings about the grace of the morning) along with Hotter and Thomas Hampson-James King does a fine job as Parsifal-though at times I found him to be at times and only briefly a little kitschy. I adore Jerusalems Barenboim account. Here Yvonne Minton turns in a fine kundry though Waltrued Meier takes the cake-again with Barenboim and Nagano. Niedlinger has always been my favourite Klingsor especially the 54 KNA along with Roar from the Stein DVD. Hotter with Solti and this Salminen interp have been my favoutite Titurels.If you buy only one parsifal buy the Philips KNA(62). If you are going to be two then buy this one along with that. I also strongly recommend finding a performance of KNA\54 with Josef Griendl as Gurnemanz. My DVD preferences include the Horst Stein for tradionalists and the Kent Nagano for those seeking new ways to see Wagner.Buy it before it disappears into the ivory tower in the desert never to be heard from again. It already happened once. , 5.0
 Sorry I know this is supposed to be a review of the item but I want my complaint heard by anyone that might buy it. The hat itself is great if you buy it at the store. New Era hats have large bills and a tall crown but as long as you don't have a tiny head it will look fine. My complaint was that they shipped me this hat in a dvd box. Seriously. The hat was completely flattened leaving two huge creases on either side of the logo. Ruined hat if you ask me and will be returning immediately. You're probably better off buy this item in a hat store and spend the extra few dollars at least they will have treated it right up to that point. , 1.0
 Even that single star is more than this book is worth. My Engligh professor assigned this book to me during my sophomore year of college (along with Nectar in a Sieve a far better though not terrific book) and what little I remember of it was that it was just awful (and offal). Her writing is repetitive and choppy perhaps descriptive but disgustingly so. Do we really need to know the 'wetness between [her] legs' or that she cooked her menstrual fluid into some poor soul's dinner? I couldn't stand the book. If you want quality read something by Neil Gaiman or Stephen King (his descriptions of a girl coming of age in Carrie are much better than this book). Drop the book throw it burn it whatever. It's just not worth reading. How many trees did we lose to its production (and more importantly how many talented young writers were rejected because this woman was published). It's just a book not worth reading about a story not worth telling. , 1.0
 My husband wanted these and has tried many different types of compression shorts. He says these are THE BEST! They hold up great too. I wash them in the machine but hang them to air dry. This is the ONLY brand he wants to wear. He wears them for enduro and dual-sport motorcycling. , 5.0
 But not as good as Slo Burn or Unida (John Garcia's current band.) The music is pretty boring and the vocals are the only thing that redeems this album. Garcia's vocals are improving since the demise of Kyuss and you can tell by listening to this CD as well as material released by the aforementioned groups. 'Motherload' is a good midpaced song with some cool riffs but it doesn't push the envelope. Only a suggestion for the die hard John Garcia fans. , 3.0
 The book itself is incredible and has changed the way I think. However it's heavy reading and a bit dated so many time I'll have to read through a paragraph multiple times in order to get the intended meaning of it. This is made worse by the fact that the OCR software that was used to scan in the book is imperfect... so many times it's difficult to tell if Locke is just expressing something in a way that is confusing to me or if it's confusing because one of the words is wrong or both. , 3.0
 the Undercovers with only one album are the most serious threat yet for the throne of Canuck Ska currently held by the Kingpins. The use of keyboards Kraftwerk meets Booker T.works really really well. The future bodes well for the Undercovers. Hope they do some serious damage! , 5.0
 'The Kennedy Assassination--Part 1'features two hours of NBC-TV as-it-is-happening news coverage from Friday November 22 1963 -- the day President John F. Kennedy was assassinated in downtown Dallas Texas while riding in his open-top limousine through Dealey Plaza.This DVD which comes from the video company 'Video Yesteryear' (and is the exact same footage that can be found on its VHS counterpart) begins with NBC's live TV coverage at 12, 5.0
 Why buy a boring new appliance or an electronic gadget with $45.00 when you can get a sanded piece of wood with six precise cuts on the surface and connectors cut into the ends? Well I can tell you that this is one of the greatest enhancements one can make to a wooden train set. It's great to be able to have two long straight tracks side by side and then suddenly be able to cross from one track over to the other. My kids love their wooden train set and I gave them one of these and they were very happy to incorporate it into their track setup.And it really really works! You let a train go straight or push it to the right in either direction. No moving parts to fail or wear out.Seriously this is a fun little enhancement for a wooden train set and not the easiest one to find stand-alone outside a set but please do yourself a favor and shop around for different prices and manufacturers. , 5.0
 A warts'n'all portrait of a man who devotes every spare moment and every spare dollar to rescuing abandoned and abused dogs from the streets of St. Louis. Though numerous stories about dogs tortured and neglected may be upsetting to sensitive readers this is ultimately a deeply inspirational story about how one man CAN make a difference. As soon as I can I'm hunting down his address and sending him a check. Makes a good companion piece with Kat Albrecht's THE LOST PET CHRONICLES.PS, 5.0
 This book should be on every Mother's list of gifts for her daughter. What a beautiful portrait of a mother by her daughter. In this age of 'feminism' this should also be a must read for women in general.Madame Curie was in a class of intellectual genius by herself. She is one of the most outstanding scientists ever.She is a great example as a human being a woman a mother a scientist a wife.Needless to say I was very impressed by the book. The thought that this was written so beautifully by this woman's daughter never left my awareness. This book certainly made this reader extremely proud of his ethnic heritage.Books written by Richard Noble - The Hobo Philosopher, 5.0
 I say that for a biography was pretty good. There was a few boring parts that made me want to put the book. I wouldn't have read this book for pleasure. I had to read it for a physics project. I gave the book 3 stars because I did not necessary enjoy this because it was for school. , 3.0
 This is a book I recall reading as a school girl about another girl in far away Poland who aspired to study at University in Paris. Note worthy is that the book written by Eve Curie as a biography of her extaordinary physicist mother Madame Marie Curie received the 1937 World Book award for fiction. In the fashion of a romance novel Eve Curie recounts the story of Madam Curie's birth in Warsaw in 1867 and childhood in a Poland oppressed by Russia. She is depicted as a child driven intellectually and encouraged by a scholarly father. Madame achieved her aspiration of study in Paris where she collaberated with her physicist husband Pierre to isolate the element of radium. Detailed accounts depict family life in late 19th century Poland and her education and work in Paris until her death from radiation poisoning in 1934. , 4.0
 I loved this book. Written by one of the daughters of Marie Curie it is as close to the woman-genius as we'll ever get. Even if you aren't interested in science or chemistry (as I am not!) this is a wonderful book written in a way that lets you get to know Madame Curie without the interference of personal trivia or 'Mommie Dearest'-isms on the part of the daughter. It made me fall in love with Madame Curie. , 5.0
 I was very pleased with the condition of the book I ordered. It was all in tact and for an old book in very excellent condition. , 5.0
 Marie Curie was determined to get an education in the field of science and to work in an area of science that would fulfill her spirit of curiosity and intellectual honesty. The story of her journey begins with her girlhood in Poland where she was obliged to work as a governess to help send an older sister to college before it was socially appropriate for her to go. Once in college in Paris she endured numerous and serious challenges. Her will to prevail and her courage in the face of great adversity makes this biography a compelling story of dealing with problems upon problems but never losing sight of the goal never giving up never being less than you know you can be. I found it inspiring. , 5.0
 Marie Curie was a remarkable person in many respects. Back when few women were scientists she won the Nobel prize in both chemistry and physics. As a native Pole living in the oppressive Russian Empire she and other Polish students were only able to study their native language in secret. Fortunately she was able to complete her education and training in France. This biography written by her daughter is full of love and admiration for her remarkable mother. It is amazing to think that Marie Curie had to first learn how to separate the radioactive element Radium from its native ore in order to study its radioactive properties--hence the reason why she won the Nobel prize in chemistry as well as in physics. In those days scientists had to develop so much more of their techniques and equipment by hand and did not have all the grad students and assistants that prominent scientists have today. Marie Curie did so much of this work with dangerous radioactive material that she eventually died from exposure to radiation. She named the radioactive element Polonium in honor of her native country--noting that 'Polon' is the name for Poland in French.I actually read this biography in French when I was a high school student over 40 years ago. I had an excellent French teacher who loaned me the book because she knew that I was interested in pursuing a career in science. I read this book simply for pleasure rather than to write a book report or whatever. , 5.0
 This is a gem of a book written about one of the most influential scientists of the twentieth century written by a person who knew her intimately - her daughter. I am still halfway through the book and am delighted with each turn of the page. I recently saw the world premiere of a theatrical production at U.C. Santa Barbara entitled 'Piezoelectric Love, 5.0
 This book is really an enjoyable piece of work! Eve Curie wrote a wonderful biography of Madam Curie. I recommend this biography to all human beings that want to learn from a remarkable struggle to build a life and a career in science. , 5.0
 This book was a really great read. It was relatively easy to read and I would recommend that ages thirteen and up could easily get through it. This tells the story or a remarkable woman who through the struggles of poverty becomes an acclaimed world renowned scientist and a recipient of the Nobel Peace Prize award. Born in Poland she has a very tough childhood and adolescence in which both her oldest sister and mother die. Her father M. Sklodovski is left alone to raise her and her three siblings. She endures a privileged schooling opportunity despite living in late nineteenth century Poland which has been put under the strict rule of the Russians. She works had for years to pay for her and her sister Bronya's education. Finally her hard work pays off and she leaves for France to become a student and being the remarkable young woman she was she succeeded immensely. Although she must live in poverty these early years and only allows herself to eat some bread cherries and maybe a few polish sausages she is able to pass the exams and begin to research and experiment in the laboratory. As she moves through stages of her life getting married having children and finally completely devoting her life to science when she discovers radium she becomes the outstanding scientist she is known for today. Her and her husband Pierre and daughter Irene all make contributions to science and receive many awards for doing so. This book is bound to enthrall you with its sophisticated charm as it tells of Marie Curie's life as told by her daughter Eve Curie. , 4.0
 Marie Curie's youngest daughter Eve has given us a gift by writing this biography of her mother. Eve manages to let us into her mother's private world while inspiring our full respect of her privacy. Madame Curie and her husband Pierre exemplify the meaning of the word integrity - a rarity especially in our culture of constantly searching for fame and wealth at all cost. I will read this book multiple times like visiting a friend and learning a bit more about this remarkable person each time. , 5.0
 This biography of Madame Curie written by her daughter Eve is beautifully written with many personal touches.When I finished reading this remarkable account written like a novel I stood in awe of a very gifted remarkable figure from history.Highly recommended. , 4.0
 The book is a reprint of the biography written by Marie Curie's daughter Eve Curie in 1937. It is a book which should be read by all - especially aspiring scientists. Marie Curie was the first woman to receive a Ph.D. in France the first woman to receive a Nobel Prize and the first person to receive two Nobel prizes. The work she accomplished under the most difficult situations for a scientist is truly inspiring. When asked why she and her husband Pierre Curie did not patent the procedure for extraction and purification of radium something which would have made them very wealthy she said 'No It would be contrary to the scientific spirit.' How refreshing since in today's world the first thought of scientists is patenting their discoveries. , 5.0
 Anyone who is interested in reading the truly fascinatinglife of a great scientist must read this biography by herdaughter Eve Curie. I discovered a very intelligent curiouscourageous woman who totally devoted her life to scienceand to mankind.This woman risked her life for the questfor truth. Her devotion to her family her love andadmiration for her husband Pierre her personalsacrifices to conquer adversity serves as an inspirationto future generations. No other woman has eclipsed herlegacy! This book formed the basis for the movie 'MarieCurie' starring Ava Gardner and Walter Pidgeon.G.M.Robert Toronto Ontario , 4.0
 This re-reading of Eve Curie's biography of her mother was for me a visit with a dear old friend. Some books embed themselves in my mind and this is one of those books. Decades after my last reading of it I discovered that I still knew some of its sentences by heart.Who was Marya Sklowdowska? The baby of a Polish intellectual couple's family born into a nation occupied and oppressed who was taught to love freedom. A devoted sibling who worked as a governess to help support her older sister Bronya so the latter could study medicine in faraway Paris even though it meant putting off her own journey there to study physics - the subject that fascinated her. A dedicated student who became an equally dedicated scientist and then the wife and working partner of another scientist, 5.0
 In this Biography I was very pleased and liked the way the author expressed how Madame Curie was going through difficult times and overcame them. It was inspirational and gave me the yearning to do something magnificent. While reading this book I thought it was somewhat dull at first but then became very interested and wanted to read more. This book is one that will make you want to be the best you can be. It opened my eyes and made me realize that anything is possible. It gave me a new understanding and taught me a lot pertaining to the subject of science. I never really was a fan of reading science books but when I started to read this book I became surprised as to how much I really enjoyed it. The author did a great job with the journal entries and I believe that added a special touch to the biography. The accuracy and the fact that you know Madame Curies point of view was amazing and really added a great touch. This is a book for all ages and should be read by everyone. , 4.0
 I am very happy I decided to buy this matress. I was sleeping on it for about three weeks and it was super comfortable. I definitely recommend it! , 5.0
" As a mother of three young children estranged from my husband in the 80's confronted with powerful emotions of attraction for a young woman I connected with the torment of Chase Phillips. I note that she was referred to as psychologically troubled but to be honest when faced with such an attraction that society has labelled as a 'sickness' does one wonder why. However do we not realize that if allowed to be true to one's nature it would not be psychologically troubling at all but rather liberating. Thank you for an incredible story one I was thrilled to claim as my own. I thank the universe for the courage to be true to my nature and the life that courage has allowed me to live. Thankfully I did not have to sacrifice my mental health or my children; but have enjoyed a rich relationship with all for the past 12 years. The children are moving on with their lives now and mom is enjoying life in her 40's. It can go unsaid of course I've been smitten with Chase Phillips since viewing Losing Chase. Helen Mirren you have a hopelessly devoted fan in Austin Texas. ", 5.0
 This film really struck me. I wasn't sure what it was about when I started watching it. I only knew that it was about a troubled woman. I think that I was able to totally feel the pain of Chase and understand her emotions even though she came from a totally different place in life then where I'm at. I would reccommend this movie to anyone who enjoys beautiful scenery a moving story and superb acting. , 5.0
 This movie captivates you from the very beginning. You can almost feel Mirren's condition and are pulled into it. I was asking myself why Sedgwick would want to take on such a challenging task of taking care of a woman in her condition when she had already had to deal with it in her own family. However the movie gelled for me when she faced off with Mirren in the pouring rain in such a tormented state trying to find answers to her past. This not only was a healing moment for Elizabeth but a turning point for Chase as well. This movie showed the depth of a woman who went along and played by all the rules until it proved too much. I was a little sad at the end when Chase's husband left and found another woman yet Elizabeth did not stay. But the title does sort of give it away. You felt good though knowing she had a new direction in life and a better understanding of herself. , 5.0
 Just fantastic! A really human look at despair and life's frustrations when dealing with depression and how love conquers all. This is a romantic love story - granted between two women - but a love story nonetheless. It also deals with the understanding of children and husbands in situations where love becomes the best medicine. Again - I loved this film and the character development. The film for a debut of Kevin Bacon's directing capabilities is a real find! , 4.0
 While the first half feels predictable and very TV movie theperformances are good enough (especially Helen Mirren) to keep itgoing.And in the second half this tale of a collage student mother's helperhired to help a woman in an angry depression after suffering a nervousbreakdown gets more complex and unpredictable.The relationship between the two women and they way their damagedsouls play off each other is quite moving and grown up.Strong subtle direction by Kevin Bacon.Does take a hit for over the top performances from the kids and otherkey small roles all playing types not human beings. , 4.0
 Picked one of these up the other day mostly for the slick design and for the wireless keyboard with trackball type mouse controller. But that's all it has is looks...After using the keyboard it quickly became tedious to use since not only are the keys hard to push down they are in a tight proximity of each other and not in the usual places and the wireless is hit and miss possibly because it runs at only 49MHz frequency. It will miss keys here and there so you have to type very slooow and check your work very often and with passwords where you can't see what you are typing good luck! It quickly becomes a tire... There is no number pad and the trackball mouse is skippy and lacks a scroll feature...The processor is 2 'generations' older than the current dual core intel processors and the RAM is standard DDR instead of DDR2...Unless HP updates the components and the keyboard this is a terrible value and a POS. , 1.0
 Great book! Easy lovely read starts a little slow i thought but its worth sticking around , 4.0
 I was absolutely hooked from the first chapter. I devoured the book. It's the fastest I've ever finished a book as I tend to have ADD and take longer than 2 weeks go finish even a great novel. This book was so fun to read. And interesting and emotional. I really connected with the characters. It's not so detailed that the book becomes long draggy and uninteresting. It stays young fun and fresh from page 1 through the end. There were times at the end of most sections the author would absolutely leave me at the edge of my seat yearning for more info. Highly recommended. Love Madeleine's style! , 5.0
 I downloaded the sample and could barely get though the first chapter. The authors writing felt very juvenile and kept mixing American with London slang. Honestly it was the dumbest book I've tried to read in a long time. At least download the sample first. , 2.0
" This was a fun book to read. It's the story of three ladies that work together at a popular paper The Londoner; Maggie is the editor Roxanne is a travel writer and works independently and Candice is a successful writer. The three girls each have their own secrets and issues that they keep to themselves causing trouble.Roxanne has been dating a mysterious married man for over 6 years. When it comes time for him to end their relationship she leaves the country to deal with her sadness where she soon learns he has died of cancer. The girls are in for a surprise when they find out who the mystery man is.Candice has spent her life making up for her father's legacy of theft. He has ruined the lives of many of her friend's family's and after his death the legacy has been on her conscience to try and make it all up. She starts with a waitress named Heather who Candice lets openly into her life. She gets her a job and lets her stay in her apartment rent free. The two other girls warn Candice of the bad feelings they get around Heather but Heather feels so strongly that she owes something to Heather that she overlooks their warnings.Maggie is about to have a baby and her lack of preparation and desire to live in the huge house in the country her and her husband had just bought leaves her in a deep depression. All she wants to do is know she's a good mother and know she will eventually go back to work.The girls eventually realize who they can trust and work out their problems by leaning on each other. ", 4.0
 Sophie Kinsella is my favorite autor butI had no idea that Sophie Kinsella was not the real name of Madeleine Wickham. So imagine my surprise while I was browing the book section at a store and saw 'Cocktails for three' with the words 'Author of the Shopaholic series as Sophie Kinsella' on the cover. I immediately picked up the book and I was not dissapointed in the least. I loved the book. Maggie Candice and Roxanne make up the Cocktail Club. The three of the meet every first of every month at a bar for a night and bond. They all seem to be living happy lives but each life is not what it seems. What happens in each woman's life is fascinating and makes it hard to put this book down.I'm so happy to have found this book and now I'm looking for all the other books written by Madeleine Wickham. So if you're a big fan of the Sophie Kinsella novels and are looking for a little fix while we wait for the next Sophie Kinsella book 'Cocktails for three' is what you're looking for. , 5.0
 Fun read! Not as good as Madeleine Wickhams alter ego Sophie Kinsella's 'Shopaholic' books but fun nonetheless. If you are looking for a book to read to pass the time this book is for you. Not exceptionally entertaining but it will do the trick. , 3.0
 This book was easy to read entertaining and overall perfect for my Cancun vacation ! , 4.0
 I'm a big fan of Sohie Kinsella's I consider her one of my favorite writers and I was so excited when I found this book. I was not let down It may not be something I read again like I do Kinsella books but few are. I loved it it is chick lit and as in most cases is sometimes predictable but I don't care I still fully enjoyed this. , 5.0
 Three friends share a monthly ritual of meeting for cocktails. Each of the women Maggie Roxanne and Candice has her own trauma to deal with one that threatens to topple her into an abyss of despair. Maggie is coping with new motherhood and the associated depressing parts of it. Roxanne is the other woman for a married man and Candice is paying for her father's mistakes perhaps more than she bargained on doing. It only takes one malicious interloper to almost wreck the three's friendship and Candice's life but when the women remember their friendship nothing can stop them.*** Although the ending is almost too good to be true the power of friendship is something that shines through clearly. Candice's story tends to be the dominant one and is interesting enough to fill an entire book but without Maggie and Roxanne's to be supportive it would founder. ***Amanda Killgore , 3.0
 I would have given this 4 stars had it not been for one irksome character by the name of Candice. It was just too far fetched for me how could a person be so naive to an outsider and yet hold down a job as a prolific writer in a popular magazine?!!! This sub-plot simply jars the whole story.Apart from Candice Maggie & Roxanne form the more believable duo of the trio of girlfriends cum colleagues who meet for cocktails once a month. Maggie's account of coping with motherhood is very intense and moving. Roxanne's affair with a much older married man is very much a dead end and quite cliched.All in all a readable story about the bonds of friendship and how misunderstandings can be overcome. , 3.0
 I have not read anything by Sophie Kinsella that I don't like and Cocktails for Three is no exception.Cocktails for Three written by Kinsella under the name Madeline Wickham is the story of three friends who have been meeting for years at their favorite watering hole The Manhattan Bar. Just as the Manhattan Bar has changed over the years so are the lives and circumstances of three friends Candice Maggie and Roxanne.I wanted to be a part of the friendship that these three girls shared and that to me is the work of an outstanding author. Madeline Wickham draws you into the characters lives so well that you want to be there and you are rooting for all three women and the special friendship they share.The friendship is tested in this story as Maggie is pregnant and faces her doubts and fears about her marriage her job and the new baby. Roxanne has a married lover and her relationship with her married lover is headed for some drastic changes and loss. Candice befriends and promotes a new girl and brings her into the circle of three friendsI just loved this story. Sophie Kinsella is just a master story teller. You will be drawn into this tale of friendship and love between three young women whose lives change and grow in this wonderful story. , 5.0
 I love all of Sophie Kinsella's books and her writing style...but this book was awful. The story line was predictable and the writing flat and unoriginal. Makes you wonder if this was truly written by Kinsella or a way for a ghost writer to get started under her 'new' pen name. I don't plan on buying anymore Madeline Wickham books--stick to the original Kinsella where I haven't been disappointed yet. , 2.0
 I have read all of the books written by 'Sophie Kinsella' and absolutely love them. This one was hard for me to get into. I didn't feel that connection to any of the three main characters like I have with characters in her other books. I usually end each book wanting more of the main characters but this one didn't leave that impression. All in all it was a good read just not my favorite. , 3.0
 I hadn't read any of Sophie Kinsella's books written under the Wickham name before and I did enjoy this quite a bit. Some of my perceptions changed as the story went on. I had misjudged two (perhaps three) characters but I came to see that they weren't as bad as I had thought.First of all I thought Giles was a selfish jerk. However he & Maggie had a communication problem. She also seemed to have something of a martyr complex not asking for nor accepting help and misunderstanding her mother-in-law's innocent actions for a long time. Finally she spoke up and shared her fears and concerns to learn that Giles was more of a 'new man' than she had thought and that Paddy was 'a star.' HOWEVER I must say that I'm aghast that she was so cavalier about preparing for childbirth/motherhood. She & Giles should have been at the classes no matter what he said. More than that however I cannot believe that she drank during her pregnancy and afterwards while she was nursing Lucia. Didn't she know that that could have had dire effect on her child (surely she has heard of fetal alcohol syndrome!). I am surprised at her parents. A first possibly an only grandchild deserved a little time off work to enjoy the little one. I know I would have done so.Roxanne reminds me of the song Saving All My Love for You. She had sacrificed six years of her life for a man who would never leave his wife until her childbearing years had virtually ended. But at least she did learn that he really loved her with the legacy he bequeathed to her and with his desire to spare her the pain of watching him die. But perhaps she can have the life she deserves on Cyprus with Nico.Candice had a full-blown martyr complex which allowed the psychopathic Heather to take over her life with the full intention of destroying her for her father's sins. I take a little issue with her attitude toward Ed at first. She was definitely holier than thou with him. And her attitude toward her mother wasn't much better. Didn't she realize how much her mother must have suffered? She deserved a little understanding from her daughter. I must say though she was right about Justin!As I said it was a quick read but it lacked the humor and whimsy of the Shopaholic books and Housekeeper. , 4.0
 Madeleine Wickham/ Sophie Kinsella brings us the lives of three successful woman who are confronting major changes in their lives while attempting to keep their friendship strong through challenges they never anticipated. These women have maintained a 'life-line' friendship that is celebrated with cocktails at a favorite club once a month. As their lives begin to evolve the importance of their friends to sustain them comes into question. Through new babies lost love betrayal and making amends this story will weave its way into your heart and make you think about friendship in a more heartfelt way. , 4.0
