,Document-Preprocessed,Document,Sentiment
267,"[[u'This', u'movie', u'is', u'a', u'legendary', u'mess', u'Roger', u'Corman', u'wrapped', u'filming', u'on', u'THE', u'RAVEN', u'early', u'and', u'not', u'wishing', u'to', u'waste', u'a', u'castle', u'set', u'and', u'the', u'remainder', u'of', u'Boris', u'Karloff', u's', u'contract', u'started', u'a', u'gothic', u'movie', u'then', u'handed', u'this', u'unfinished', u'flick', u'to', u'a', u'series', u'of', u'proteges', u'to', u'complete'], [u'Jack', u'Hill', u'Francis', u'Ford', u'Coppola', u'and', u'Monte', u'Hellman', u'all', u'took', u'cracks', u'at', u'trying', u'to', u'make', u'sense', u'of', u'an', u'unfinished', u'script'], [u'THE', u'TERROR', u'is', u'often', u'referred', u'to', u'as', u'a', u'movie', u'without', u'a', u'plot', u'there', u's', u'a', u'plot', u'in', u'there', u'alright', u'but', u'you', u've', u'got', u'to', u'be', u'prepared', u'to', u'fight', u'for', u'it'], [u'Worth', u'seeing', u'if', u'only', u'for', u'the', u'combination', u'of', u'Karloff', u'and', u'an', u'alarmingly', u'young', u'Jack', u'Nicholson']]","This movie is a legendary mess - Roger Corman wrapped filming on THE RAVEN early, and not wishing to waste a castle set and the remainder of Boris Karloff's contract, started a gothic movie, then handed this unfinished  flick to a series of proteges to complete.  Jack Hill, Francis Ford  Coppola, and Monte Hellman all took cracks at trying to make sense of an  unfinished script.  THE TERROR is often referred to as a movie without a  plot - there's a plot in there alright, but you've got to be prepared to  fight for it.  Worth seeing if only for the combination of Karloff and an  alarmingly young Jack Nicholson.",0
268,"[[u'Look', u'for', u'one', u'poster', u'who', u'complained', u'about', u'the', u'strangeness', u'of', u'seashores', u'in', u'Germany'], [u'Germany', u'borders', u'the', u'North', u'Sea'], [u'We', u'don', u't', u'pick', u'on', u'a', u'film', u'made', u'in', u'America', u'but', u'set', u'in', u'Germany', u'simply', u'cause', u'no', u'has', u'a', u'German', u'accent'], [u'The', u'film', u'creates', u'it', u's', u'own', u'set', u'of', u'supernatural', u'horror', u'rules', u'but', u'so', u'does', u'every', u'movie', u'that', u's', u'a', u'supernatural', u'horror', u'film'], [u'What', u'is', u'especially', u'fake', u'about', u'a', u'Jack', u'Nicholson', u'film'], [u'Movies', u'are', u'generally', u'fictional', u'and', u'what', u'you', u'see', u'in', u'them', u'is', u'usually', u'not', u'really', u'what', u'it', u's', u'supposed', u'to', u'be'], [u'It', u's', u'a', u'quite', u'good', u'film', u'The', u'Terror', u'as', u'the', u'sets', u'are', u'beautiful', u'and', u'very', u'convincing', u'of', u'early', u'th', u'century', u'Europe'], [u'Just', u'what', u'anach', u'ronisms', u'the', u'film', u'possesses', u'escape', u'me'], [u'Karloff', u's', u'bathrobe', u'maybe'], [u'As', u'for', u'the', u'Three', u'Day', u'Creation', u'bit', u'Nicholson', u'is', u'the', u'proof', u'that', u'the', u'film', u'wasn', u't', u'made', u'in', u'only', u'three', u'days', u'but', u'actually', u'over', u'months'], [u'He', u'has', u'more', u'hair', u'in', u'the', u'scenes', u'in', u'the', u'castle', u'sets', u'which', u'in', u'fact', u'were', u'only', u'filmed', u'in', u'three', u'days', u'than', u'in', u'the', u'other', u'scenes', u'filmed', u'later']]","Look, for one poster who complained about the strangeness of seashores in Germany. Germany borders the North Sea. We don't pick on a film made in America but set in Germany simply cause no has a German accent. The film creates it's own set of supernatural horror rules but so does every movie that's a supernatural horror film. What is especially fake about a Jack Nicholson film? Movies are generally fictional and what you see in them is usually not really what it's supposed to be. It's a quite good film, The Terror, as the sets are beautiful and very convincing of early 19th century Europe. Just what anach-ronisms the film possesses escape me. Karloff's bathrobe maybe? As for the Three Day Creation bit: Nicholson is the proof that the film wasn't made in only three days but actually over months. He has more hair in the scenes in the castle sets (which in fact were only filmed in three days) than in the other scenes filmed later.",0
269,"[[u'if', u'you', u'want', u'to', u'see', u'a', u'comeing', u'of', u'age', u'movie', u'of', u'someone', u'with', u'a', u'movie', u'camera']]",if you want to see a comeing of age movie of someone with a movie camera,0
270,"[[u'if', u'you', u'want', u'to', u'see', u'a', u'comeing', u'of', u'age', u'movie', u'of', u'someone', u'with', u'a', u'movie', u'camera']]",if you want to see a comeing of age movie of someone with a movie camera,0
271,"[[u'I', u'm', u'a', u'HUGE', u'Johnathon', u'Schaech', u'fan', u'I', u'watch', u'everything', u'he', u's', u'in', u'good', u'or', u'bad'], [u'I', u've', u'seen', u'Hush', u'about', u'a', u'dozen', u'times', u'and', u'I', u've', u'finally', u'noticed', u'something'], [u'In', u'the', u'trailer', u'for', u'the', u'movie', u'which', u'is', u'on', u'my', u'DVD', u'of', u'FINDING', u'GRACELAND', u'there', u's', u'so', u'much', u'more', u'to', u'the', u'movie', u'that', u's', u'missing', u'from', u'the', u'actual', u'cut', u'we', u'see', u'including', u'a', u'huge', u'fire', u'someone', u'being', u'taken', u'out', u'of', u'the', u'house', u'on', u'a', u'stretcher', u'and', u'Johnathon', u'standing', u'in', u'front', u'of', u'an', u'ambulance', u'holding', u'up', u'a', u'locket', u'resembling', u'the', u'one', u'Gwynneth', u'wears', u'in', u'the', u'movie'], [u'So', u'I', u'rewatched', u'the', u'movie', u'and', u'noted', u'that', u'in', u'ALL', u'scenes', u'that', u'Jackson', u's', u'father', u'is', u'mentioned', u'Gwynneth', u's', u'wearing', u'a', u'wig', u'leading', u'me', u'to', u'believe', u'the', u'whole', u'story', u'was', u'changed', u'rewritten', u'to', u'include', u'this', u'story', u'of', u'a', u'father', u'who', u'was', u'killed', u'by', u'Jessica', u'Lange'], [u'this', u'movie', u'had', u'so', u'much', u'potential', u'and', u'lost', u'it', u'all', u'with', u'this', u'ending'], [u'I', u'WISH', u'THEY', u'D', u'RELEASE', u'A', u'DIRECTOR', u'S', u'CUT'], [u'At', u'least', u'we', u'could', u'see', u'some', u'of', u'that', u'good', u'action', u'they', u'enticed', u'us', u'with', u'in', u'the', u'trailer'], [u'Until', u'there', u's', u'a', u'director', u's', u'cut', u'this', u'movie', u'only', u'gets', u'stars', u'from', u'me']]","I'm a HUGE Johnathon Schaech fan, I watch everything he's in, good or bad.  I've seen Hush about a dozen times, and I've finally noticed something.  In the trailer for the movie (which is on my DVD of FINDING GRACELAND) there's so much more to the movie that's missing from the actual cut we  see...including a huge fire, someone being taken out of the house on a  stretcher, and Johnathon standing in front of an ambulance, holding up a  locket (resembling the one Gwynneth wears in the movie.)  So I rewatched  the movie and noted that in ALL scenes that Jackson's father is mentioned,  Gwynneth's wearing a wig...leading me to believe the whole story was  changed...rewritten to include this story of a father who was killed by  Jessica Lange.  ...this movie had so much  potential and lost it all with this ending.  I WISH THEY'D RELEASE A  DIRECTOR'S CUT!  At least we could see some of that good action they  enticed us with in the trailer!  Until there's a director's cut....this  movie only gets 3 stars from me!",0
272,"[[u'Most', u'critics', u'hated', u'quot', u'Hush', u'quot', u'The', u'public', u'didn', u't', u'seem', u'very', u'interested', u'in', u'it'], [u'At', u'best', u'it', u's', u'a', u'film', u'people', u'might', u'refer', u'to', u'as', u'having', u'its', u'moments'], [u'p', u'quot', u'Hush', u'quot', u'I', u'suspect', u'had', u'some', u'of', u'the', u'best', u'of', u'it', u'left', u'on', u'the', u'cutting', u'room', u'floor'], [u'The', u'director', u'who', u'also', u'wrote', u'the', u'script', u'would', u'know'], [u'If', u'the', u'script', u'hadn', u't', u'read', u'well', u'nobody', u'would', u'have', u'agreed', u'to', u'put', u'the', u'money', u'up'], [u'Stars', u'in', u'this', u'case', u'Jessica', u'Lange', u'and', u'Gwenyth', u'Paltrow', u'would', u'not', u'intentionally', u'put', u'their', u'reputations', u'on', u'the', u'line', u'p', u'Jessica', u'Lange', u'always', u'brings', u'believability', u'to', u'her', u'characters'], [u'Her', u'psychotic', u'episodes', u'in', u'quot', u'Hush', u'quot', u'are', u'frightening', u'because', u'she', u'truly', u'looks', u'and', u'sounds', u'insane'], [u'Gwenyth', u'Paltrow', u'as', u'her', u'new', u'daughter', u'in', u'law', u'gets', u'to', u'use', u'a', u'good', u'bit', u'of', u'her', u'tremendous', u'acting', u'range'], [u'She', u'can', u'be', u'cold', u'and', u'calculating', u'as', u'easily', u'as', u'she', u'can', u'be', u'warm', u'and', u'innocent'], [u'The', u'likable', u'Johnathon', u'Schaech', u'portrays', u'the', u'son', u'and', u'husband', u'well'], [u'Nina', u'Foch', u'who', u'has', u'been', u'in', u'films', u'since', u'and', u'who', u'teaches', u'acting', u'at', u'USC', u'is', u'darkly', u'amusing', u'as', u'the', u'mother', u'of', u'Lange', u's', u'dead', u'husband', u'p', u'It', u's', u'too', u'bad', u'that', u'the', u'final', u'version', u'of', u'quot', u'Hush', u'quot', u'is', u'weak'], [u'If', u'you', u'watch', u'closely', u'you', u'can', u'see', u'where', u'key', u'scenes', u'have', u'been', u'deleted'], [u'Lange', u's', u'spine', u'tingling', u'confessional', u'in', u'a', u'Catholic', u'church', u'indicates', u'that', u'the', u'mother', u's', u'religious', u'fanaticism', u'was', u'the', u'key', u'plot', u'element'], [u'A', u'toy', u'carousel', u'seems', u'to', u'have', u'had', u'some', u'meaning', u'but', u'its', u'relevance', u'is', u'never', u'explained'], [u'There', u'is', u'a', u'locket', u'that', u'plays', u'a', u'big', u'part', u'in', u'the', u'story'], [u'Suddenly', u'it', u'is', u'missing', u'and', u'it', u's', u'never', u'referred', u'to', u'again'], [u'The', u'climax', u'is', u'very', u'good', u'but', u'the', u'very', u'end', u'of', u'the', u'film', u'seems', u'merely', u'tacked', u'on'], [u'It', u'just', u'stops', u'p', u'If', u'Jonathan', u'Darby', u'a', u'young', u'and', u'not', u'well', u'know', u'director', u'makes', u'the', u'big', u'time', u'perhaps', u'we', u'will', u'get', u'to', u'see', u'the', u'director', u's', u'original', u'version', u'one', u'day'], [u'It', u'might', u'seem', u'like', u'a', u'different', u'movie'], [u'p', u'Indeed', u'quot', u'Hush', u'quot', u'has', u'its', u'moments'], [u'It', u'will', u'prove', u'fairly', u'entertaining', u'for', u'those', u'in', u'the', u'mood', u'for', u'a', u'thriller', u'that', u'is', u'a', u'no', u'brainer']]","Most critics hated &quot;Hush&quot; The public didn't seem very interested in it. At best, it's a film people might refer to as having its moments. <p>&quot;Hush&quot;, I suspect, had some of the best of it left on the cutting room floor. The director, who also wrote the script, would know. If the script hadn't read well, nobody would have agreed to put the money up. Stars - in this case Jessica Lange and Gwenyth Paltrow - would not intentionally put their reputations on the line.<p>Jessica Lange always brings believability to her characters. Her psychotic episodes in &quot;Hush&quot; are frightening because she truly looks and sounds insane. Gwenyth Paltrow, as her new daughter-in-law, gets to use a good bit of her tremendous acting range. She can be cold and calculating as easily as she can be warm and innocent. The likable Johnathon Schaech portrays the son and husband well. Nina Foch, who has been in films since 1943 and who teaches acting at USC, is darkly amusing as the mother of Lange's dead husband.<p>It's too bad that the final version of &quot;Hush&quot; is weak. If you watch closely, you can see where key scenes have been deleted. Lange's spine tingling confessional in a Catholic church, indicates that the mother's religious fanaticism was the key plot element. A toy carousel seems to have had some meaning, but its relevance is never explained. There is a locket that plays a big part in the story. Suddenly it is missing, and it's never referred to again. The climax is very good, but the very end of the film seems merely tacked on. It just stops.<p>If Jonathan Darby, a young and not well know director, makes the big time, perhaps we will get to see the director's original version one day. It might seem like a different movie. <p>Indeed, &quot;Hush&quot; has its moments. It will prove fairly entertaining for those in the mood for a thriller that is a no brainer.",0
273,"[[u'HUSH', u'has', u'all', u'the', u'right', u'ingredients', u'for', u'a', u'terrific', u'thriller'], [u'There', u's', u'the', u'beautiful', u'young', u'victim', u'Gwyneth', u'Paltrow', u'her', u'idiot', u'clueless', u'husband', u'Jonathon', u'Schaech', u'and', u'his', u'insane', u'psychotic', u'mum', u'Jessica', u'Lange'], [u'Unfortunately', u'things', u'get', u'a', u'bit', u'too', u'bogged', u'down', u'in', u'the', u'wimpy', u'soppy', u'pouty', u'faced', u'Gwyneth', u'vs', u'Lange', u'doing', u'her', u'best', u'southern', u'fried', u'maniac', u'snit'], [u'I', u'kept', u'waiting', u'for', u'things', u'to', u'spiral', u'out', u'of', u'control', u'or', u'at', u'least', u'for', u'a', u'murder', u'or', u'two', u'only', u'to', u'see', u'the', u'story', u'slooowly', u'grind', u'along', u'up', u'until', u'the', u'Gotcha'], [u'climax'], [u'It', u'was', u'OK', u'but', u'I', u'can', u't', u'imagine', u'watching', u'it', u'again']]","HUSH has all the right ingredients for a terrific thriller. There's the beautiful, young victim (Gwyneth Paltrow), her idiot, clueless husband (Jonathon Schaech), and his insane, psychotic mum (Jessica Lange). Unfortunately, things get a bit too bogged down in the wimpy, soppy, pouty-faced Gwyneth vs. Lange (doing her best southern-fried maniac) snit. I kept waiting for things to spiral out of control, or at least for a murder or two, only to see the story slooowly grind along, up until the Gotcha! climax. It was OK, but I can't imagine watching it again...",0
274,"[[u'Just', u'stay', u'away', u'from', u'the', u'strawberry', u'cake', u'br', u'br', u'They', u'say', u'to', u'never', u'come', u'between', u'a', u'lioness', u'and', u'her', u'cub'], [u'Jessica', u'Lange', u'provides', u'a', u'fever', u'pitched', u'performance', u'as', u'the', u'ultimate', u'suffocating', u'mother', u'in', u'law', u'in', u'the', u'underrated', u'thriller', u'HUSH', u'co', u'starring', u'Gwyneth', u'Paltrow', u'br', u'br', u'Helen', u'Gwyneth', u'Paltrow', u'thinks', u'she', u's', u'found', u'her', u'dream', u'man', u'when', u'boyfriend', u'Jackson', u'Baring', u'Jonathan', u'Schaech', u'proposes', u'marriage', u'unfortunately', u'he', u'comes', u'with', u'an', u'overbearing', u'mother', u'Martha', u'Jessica', u'Lange', u'who', u'insists', u'that', u'the', u'pair', u'move', u'back', u'to', u'the', u'family', u's', u'sprawling', u'horse', u'ranch', u'estate'], [u'Helen', u'isn', u't', u'too', u'keen', u'on', u'the', u'idea', u'until', u'she', u's', u'confronted', u'by', u'a', u'knife', u'wielding', u'thug', u'and', u'almost', u'loses', u'her', u'unborn', u'child'], [u'Jackson', u'bundles', u'up', u'his', u'terrorised', u'wife', u'for', u'a', u'new', u'start', u'completely', u'unaware', u'of', u'the', u'deranged', u'plot', u'that', u'Martha', u'has', u'cooked', u'up', u'for', u'Helen', u'and', u'the', u'upbringing', u'of', u'the', u'baby', u'br', u'br', u'I', u'really', u'only', u'wanted', u'to', u'see', u'HUSH', u'because', u'of', u'Jessica', u'Lange', u'for', u'whom', u'I', u've', u'developed', u'a', u'renewed', u'fascination', u'thanks', u'to', u'her', u'Emmy', u'Award', u'winning', u'performance', u'in', u'Grey', u'Gardens'], [u'These', u'sorts', u'of', u'unhinged', u'Southern', u'Gothic', u'characters', u'somehow', u'seem', u'to', u'always', u'come', u'easily', u'for', u'Lange', u'and', u'I', u'thought', u'she', u'gave', u'quite', u'a', u'chilling', u'turn', u'as', u'the', u'hellish', u'Martha'], [u'Nina', u'Foch', u'is', u'also', u'wonderful', u'playing', u'Martha', u's', u'very', u'own', u'mother', u'in', u'law', u'their', u'scenes', u'together', u'are', u'full', u'of', u'delicious', u'venom'], [u'Recommended']]","Just stay away from the strawberry cake...<br /><br />They say to never come between a lioness and her cub.  Jessica Lange provides a fever-pitched performance as the ultimate suffocating mother-in-law in the underrated 1998 thriller HUSH, co-starring Gwyneth Paltrow.<br /><br />Helen (Gwyneth Paltrow) thinks she's found her dream-man when boyfriend Jackson Baring (Jonathan Schaech) proposes marriage...unfortunately he comes with an overbearing mother, Martha (Jessica Lange) who insists that the pair move back to the family's sprawling horse-ranch estate.  Helen isn't too keen on the idea until she's confronted by a knife-wielding thug and almost loses her unborn child.  Jackson bundles up his terrorised wife for a new start, completely unaware of the deranged plot that Martha has cooked up for Helen and the upbringing of the baby...<br /><br />I really only wanted to see HUSH because of Jessica Lange, for whom I've developed a renewed fascination thanks to her Emmy Award-winning performance in Grey Gardens.  These sorts of unhinged, Southern Gothic characters somehow seem to always come easily for Lange, and I thought she gave quite a chilling turn as the hellish Martha.  Nina Foch is also wonderful playing Martha's very own mother-in-law, their scenes together are full of delicious venom!  Recommended.",0
275,"[[u'This', u'movie', u'was', u'pretty', u'good', u'but', u'the', u'end', u'was', u'quite', u'predictable'], [u'Not', u'the', u'sort', u'of', u'ending', u'you', u're', u'looking', u'for', u'in', u'a', u'thriller'], [u'Jessica', u'Lange', u'was', u'marvelous', u'and', u'scary']]","This movie was pretty good, but the end was quite predictable.  Not the sort of ending you're looking for in a thriller.  Jessica Lange was marvelous and scary.",0
276,"[[u'I', u'didn', u't', u'really', u'like', u'the', u'film', u'as', u'much', u'as', u'I', u'thought', u'I', u'would'], [u'Since', u'part', u'of', u'the', u'movie', u'was', u'filmed', u'near', u'my', u'hometown', u'Culpeper', u'Va', u'I', u'was', u'excited', u'to', u'see', u'it', u'and', u'got', u'let', u'down'], [u'The', u'Plot', u'needs', u'work'], [u'My', u'stars', u'go', u'to', u'Jessica', u'Lange'], [u'One', u'of', u'the', u'sexiest', u'females', u'on', u'Earth']]","I didn't really like the film as much as I thought I would. Since part of the movie was filmed near my hometown(Culpeper, Va), I was excited to see it and got let down. The Plot needs work. My 3 stars go to Jessica Lange. One of the sexiest females on Earth.",0
277,"[[u'Overall', u'I', u'd', u'wouldn', u't', u'recommend', u'this', u'thriller', u'to', u'any', u'serious', u'thriller', u'buff', u'but', u'it', u'helps', u'with', u'good', u'performances', u'by', u'Paltrow', u'and', u'Schaetch', u'p', u'HUSH', u'has', u'the', u'makings', u'of', u'a', u'good', u'thriller', u'attractive', u'cast', u'great', u'scenery', u'but', u'what', u'it', u'lacks', u'is', u'the', u'plot', u'that', u'is', u'so', u'transparent', u'that', u'it', u's', u'unintentionally', u'hilarious'], [u'Attractive', u'Gwyneth', u'Paltrow', u'and', u'her', u'hunkish', u'beau', u'Jonathon', u'Schaetch', u'visit', u'his', u'widowed', u'mother', u'Jessica', u'Lange', u'in', u'Virginia', u'for', u'Christmas', u'holiday'], [u'Unfortunately', u'Lange', u'has', u'different', u'ideas', u'instead', u'of', u'a', u'happy', u'holiday', u'and', u'ensues', u'in', u'plot', u'development', u'that', u'is', u'predictable', u'ending', u'in', u'a', u'sloppy', u'mess'], [u'The', u'movie', u'passes', u'by', u'quickly', u'for', u'a', u'mere', u'minutes', u'and', u'it', u's', u'easily', u'forgettable', u'p', u'HUSH', u'benefits', u'from', u'the', u'good', u'performances', u'set', u'in', u'by', u'Paltrow', u'and', u'Schaetch', u'good', u'cinematography', u'but', u'the', u'movie', u'suffers', u'from', u'the', u'surprisingly', u'poor', u'performance', u'by', u'the', u'usually', u'superior', u'Jessica', u'Lange', u'which', u'is', u'attributed', u'to', u'the', u'poor', u'script', u'p', u'If', u'the', u'director', u'Jonathan', u'Darby', u'had', u'thought', u'to', u'write', u'a', u'more', u'suspenseful', u'atmospheric', u'script', u'the', u'movie', u'would', u'have', u'been', u'more', u'enjoyable'], [u'Instead', u'it', u's', u'a', u'campy', u'thriller', u'that', u'benefits', u'from', u'better', u'than', u'average', u'performances', u'and', u'it', u's', u'light', u'entertainment', u'p', u'If', u'you', u're', u'a', u'film', u'buff', u'fond', u'of', u'thrillers', u'that', u'have', u'Gwyneth', u'Paltrow', u'in', u'them', u'whatever', u'the', u'performance', u'she', u'delivers', u'is', u'good', u'by', u'your', u'standards', u'by', u'all', u'means', u'pick', u'it', u'up'], [u'If', u'you', u're', u'a', u'thriller', u'buff', u'skip', u'this', u'one', u'p', u'Rated', u'PG', u'for', u'violence', u'brief', u'nudity', u'and', u'brief', u'strong', u'language']]","Overall, I'd wouldn't recommend this thriller to any serious thriller buff, but it helps with good performances by Paltrow and Schaetch.<p>HUSH has the makings of a good thriller-attractive cast, great scenery, but what it lacks is the plot that is so transparent that it's unintentionally hilarious. Attractive Gwyneth Paltrow and her hunkish beau (Jonathon Schaetch) visit his widowed mother (Jessica Lange) in Virginia for Christmas holiday. Unfortunately, Lange has different ideas instead of a happy holiday, and ensues in plot development that is predictable, ending in a sloppy mess. The movie passes by quickly for a mere 90 minutes, and it's easily forgettable.<p>HUSH benefits from the good performances set in by Paltrow and Schaetch, good cinematography, but the movie suffers from the surprisingly poor performance by the usually superior Jessica Lange, which is attributed to the poor script.<p>If the director Jonathan Darby had thought to write a more suspenseful, atmospheric script, the movie would have been more enjoyable. Instead, it's a campy thriller that benefits from better-than-average performances and it's light entertainment.<p>If you're a film buff fond of thrillers that have Gwyneth Paltrow in them, whatever the performance she delivers is good by your standards, by all means pick it up. If you're a thriller buff, skip this one.<p>Rated PG-13 for violence, brief nudity and brief strong language.",0
278,"[[u'HUSH', u'is', u'a', u'diaster'], [u'What', u'happened', u'that', u'made', u'this', u'film', u'so', u'terrible'], [u'Gwyneth', u'Paltrow', u'is', u'my', u'favorite', u'actress', u'and', u'she', u'has', u'public', u'said', u'that', u'she', u'has', u'NEVER', u'seen', u'the', u'finished', u'product', u'because', u'she', u'is', u'so', u'embarrassed', u'by', u'it'], [u'She', u'herself', u'knows', u'it', u'is', u'a', u'terrible', u'film'], [u'Originally', u'entitled', u'Kilronan', u'this', u'film', u'must', u'of', u'needed', u'some', u'revisions', u'because', u'in', u'the', u'film', u'some', u'scenes', u'has', u'Gwyneth', u'wearing', u'a', u'wig'], [u'Most', u'likely', u'after', u'filming', u'Sliding', u'Doors', u'where', u'Gwyneth', u'chops', u'off', u'her', u'hair', u'she', u'was', u'called', u'back', u'to', u'reshoot', u'many', u'of', u'the', u'scenes'], [u'The', u'film', u'kept', u'my', u'attention', u'but', u'yet', u'some', u'scenes', u'did', u'not', u'run', u'smoothly', u'and', u'some', u'parts', u'of', u'the', u'film', u'were', u'plain', u'ridiculous'], [u'Only', u'reason', u'the', u'film', u'is', u'getting', u'stars', u'is', u'because', u'I', u'enjoyed', u'Gwyneth']]","HUSH is a diaster! What happened that made this film so terrible?  Gwyneth Paltrow is my favorite actress and she has public said that she has NEVER seen the finished product because she is so embarrassed by it. She, herself, knows it is a terrible film. Originally entitled 'Kilronan,' this film must of needed some revisions because in the film some scenes has Gwyneth wearing a wig. Most likely, after filming Sliding Doors, where Gwyneth chops off her hair, she was called back to reshoot many of the scenes. The film kept my attention, but yet some scenes did not run smoothly and some parts of the film were plain ridiculous! Only reason the film is getting 3 stars is because I enjoyed Gwyneth!",0
279,"[[u'The', u'plot', u'is', u'confusing', u'and', u'the', u'action', u'takes', u'place', u'too', u'far', u'in', u'the', u'movie'], [u'You', u're', u'not', u'very', u'attracted', u'by', u'the', u'scenario', u'in', u'the', u'first', u'thirty', u'minutes', u'and', u'if', u'you', u'don', u't', u'get', u'asleep', u'there', u'you', u'll', u'enjoy', u'the', u'end'], [u'I', u'think', u'a', u'lot', u'of', u'elements', u'are', u'not', u'needed', u'and', u'a', u'lot', u'of', u'others', u'are', u'essential', u'to', u'insist', u'on'], [u'They', u'definitely', u'could', u'have', u'done', u'better', u'with', u'this', u'film', u'but', u'it', u'is', u'still', u'a', u'very', u'good', u'and', u'genuine', u'idea']]","The plot is confusing and the action takes place too far in the movie.  You're not very attracted by the scenario in the first thirty minutes, and if you don't get asleep there, you'll enjoy the end.  I think a lot of  elements are not needed and a lot of others are essential to insist on.  They definitely could have done better with this film, but it is still a  very good and genuine idea.",0
280,"[[u'The', u'short', u'program', u'and', u'the', u'first', u'minute', u'program', u'are', u'decent', u'intermediate', u'to', u'advanced', u'beginner', u'vinyasa', u'series'], [u'The', u'supposedly', u'advanced', u'sequence', u'is', u'not', u'especially', u'advanced', u'except', u'for', u'maybe', u'two', u'poses'], [u'All', u'three', u'of', u'the', u'series', u'don', u't', u'seem', u'particularly', u'well', u'balanced', u'as', u'far', u'as', u'difficulty', u'of', u'poses', u'is', u'concerned', u'and', u'the', u'instructor', u'fails', u'to', u'maintain', u'a', u'good', u'rhythm'], [u'The', u'practice', u'ends', u'up', u'being', u'a', u'little', u'bit', u'shallow', u'br', u'If', u'you', u'are', u'looking', u'for', u'a', u'challenging', u'yoga', u'sequence', u'that', u'will', u'allow', u'you', u'to', u'progress', u'from', u'modified', u'poses', u'to', u'a', u'really', u'hard', u'core', u'practice', u'I', u'would', u'recommend', u'The', u'first', u'series', u'practice', u'of', u'Ashtanga', u'yoga', u'with', u'David', u'Swenson', u'instead'], [u'His', u'flow', u'and', u'rhythm', u'are', u'great', u'his', u'form', u'is', u'breathtaking', u'and', u'his', u'gentle', u'and', u'generous', u'teaching', u'approach', u'comes', u'through'], [u'One', u'never', u'feels', u'that', u'he', u'is', u'full', u'of', u'it', u'or', u'that', u'he', u'is', u'doing', u'gymnastics', u'but', u'rather', u'that', u'he', u'is', u'practicing', u'yoga', u'in', u'the', u'full', u'sense', u'of', u'the', u'term']]","The short program and the first 70 minute program are decent intermediate (to advanced beginner) vinyasa series.  The supposedly advanced sequence is not especially advanced except for maybe two poses.  All three of the series don't seem particularly well balanced as far as difficulty of poses is concerned, and the instructor fails to maintain a good rhythm. The practice ends up being a little bit shallow.<br />  If you are looking for a challenging yoga sequence that will allow you to progress from modified poses to a really hard core practice, I would recommend The first series practice of Ashtanga yoga with David Swenson, instead.  His flow and rhythm are great, his form is breathtaking and his gentle and generous teaching approach comes through.  One never feels that he is full of it or that he is doing gymnastics, but rather that he is practicing yoga in the full sense of the term.",0
281,"[[u'This', u'movie', u'was', u'okay'], [u'I', u'think', u'i', u'got', u'too', u'excited', u'for', u'it', u'and', u'it', u'ended', u'up', u'being', u'a', u'disappointment'], [u'Don', u't', u'get', u'me', u'wrong', u'it', u'was', u'funny', u'in', u'some', u'parts'], [u'The', u'ending', u'really', u'ruined', u'it', u'for', u'me', u'much', u'too', u'corny', u'of', u'an', u'ending', u'for', u'a', u'Vince', u'Vaughn', u'flick'], [u'BEST', u'PART', u'OF', u'THE', u'MOVIE', u'THE', u'SCENES', u'WITH', u'WILL', u'FERRELL'], []]",This movie was okay. I think i got too excited for it and it ended up being a disappointment. Don't get me wrong...it was funny...in some parts. The ending really ruined it for me...much too corny of an ending for a Vince Vaughn flick. BEST PART OF THE MOVIE...THE SCENES WITH WILL FERRELL!!!,0
